latitude,longitude
29.94352695,-90.08360762
29.9494251,-90.08794023
29.97477333,-90.05488406
29.9627304,-90.08965234
29.97624587,-90.07645472
29.97417824,-90.08062693
29.96433993,-90.0896933
29.94123088,-90.08363541
29.94379648,-90.08677118
29.94637691,-90.08869531
29.9392927,-90.05049964
29.97024761,-90.08703801
29.94480373,-90.0883179
29.97604208,-90.05225184
29.97781549,-90.05513484
29.96705633,-90.0423801
29.97051308,-90.0879236
29.98013927,-90.06739191
29.94527784,-90.04315054
29.96934178,-90.08902601
29.97551282,-90.08261808
29.97876393,-90.05634483
29.9751862,-90.04918594
29.94827061,-90.04074538
29.97121008,-90.08873362
29.98125546,-90.06500212
29.98144342,-90.06260625
29.97964078,-90.07770153
29.97159836,-90.08940325
29.94516815,-90.04092668
29.94340259,-90.09058134
29.9452931,-90.0919892
29.98231659,-90.06501129
29.97727452,-90.04826691
29.97721057,-90.04786235
29.93399998,-90.08059561
29.97887364,-90.08244051
29.96601517,-90.09437982
29.93159843,-90.07386745
29.93994972,-90.08916604
29.94635507,-90.09390905
29.96628318,-90.03806057
29.96030758,-90.0359776
29.9833635,-90.07184486
29.97277761,-90.0913653
29.97293889,-90.09176085
29.92970246,-90.07017677
29.96581264,-90.03639347
29.96993691,-90.09416732
29.93485488,-90.08539533
29.93913775,-90.04150714
29.94496534,-90.03682932
29.97475321,-90.09164277
29.93639765,-90.08890895
29.94595041,-90.09643062
29.9802704,-90.0849462
29.93761428,-90.09094917
29.98395857,-90.05447648
29.92795389,-90.06999161
29.97468479,-90.09327429
29.96375298,-90.03294176
29.94356576,-90.09701207
29.9814539,-90.08603134
29.98574848,-90.07642111
29.96357669,-90.10017806
29.94119985,-90.09662276
29.95149086,-90.10114169
29.93433456,-90.09040676
29.9756315,-90.09476837
29.93088872,-90.08594743
29.95046717,-90.10132144
29.96476922,-90.03157989
29.98818303,-90.06726308
29.93270987,-90.08921519
29.96821801,-90.0326551
29.95419536,-90.10249907
29.92558692,-90.07335407
29.92913657,-90.08460704
29.97624081,-90.09568168
29.97714025,-90.03747742
29.98937309,-90.0661974
29.98880931,-90.05859653
29.9681956,-90.10147794
29.98870839,-90.07500516
29.93882815,-90.09799179
29.98938125,-90.07308729
29.98983154,-90.07299522
29.95651951,-90.10483704
29.95754868,-90.10484136
29.94026063,-90.09992315
29.93055786,-90.04184666
29.97742251,-90.09728397
29.9792741,-90.09568232
29.94894669,-90.10453141
29.98783699,-90.08313333
29.9776077,-90.09763539
29.99135768,-90.06691779
29.93849017,-90.03269521
29.93635966,-90.03429275
29.96901252,-90.1036876
29.97392455,-90.10108532
29.92372564,-90.0782951
29.97532206,-90.10031613
29.932252,-90.09556716
29.92369202,-90.08060489
29.92820151,-90.09130019
29.97879091,-90.09940658
29.95264216,-90.10766074
29.92455563,-90.08546656
29.94007236,-90.10356648
29.98221466,-90.03597782
29.99301029,-90.07336756
29.96980429,-90.10578548
29.93545299,-90.10060284
29.9891886,-90.08694834
29.99136292,-90.04945624
29.986384,-90.03944567
29.95540451,-90.10960423
29.96716663,-90.10805925
29.92863875,-90.03702348
29.99375783,-90.07758853
29.95847655,-90.11021705
29.96261894,-90.02229543
29.9270609,-90.09474664
29.96006811,-90.02125083
29.96176891,-90.11120002
29.98537987,-90.03491105
29.95676042,-90.11162655
29.99371838,-90.04964756
29.96778419,-90.02253152
29.93804784,-90.02610372
29.93002196,-90.03217206
29.96221702,-90.02052632
29.98788106,-90.03627161
29.96316555,-90.02020256
29.98766791,-90.03536108
29.94606031,-90.02090184
29.96314208,-90.11289793
29.96670547,-90.11249633
29.99671229,-90.0795187
29.94049774,-90.02253448
29.9840007,-90.102724
29.99834689,-90.06051724
29.96877858,-90.02029173
29.99747873,-90.05356717
29.91836332,-90.08673464
29.96664825,-90.11397809
29.99277788,-90.09287881
29.94257385,-90.02009432
29.96104653,-90.11513766
29.94625422,-90.1141596
29.93399781,-90.02446044
29.9467221,-90.11435728
29.93083122,-90.0268985
29.99960798,-90.05942805
29.94884378,-90.11521468
29.92657122,-90.10219766
29.97142935,-90.11350645
29.95094905,-90.11612356
29.97209424,-90.11420711
29.99227266,-90.03500597
29.99181959,-90.03410127
29.9734567,-90.11426446
29.98280304,-90.108768
29.92866216,-90.02570324
29.95382777,-90.1181831
30.00133304,-90.05605086
29.99368185,-90.03534039
29.94864483,-90.1179418
29.96585194,-90.11785922
29.99934126,-90.08612442
29.95933425,-90.01344005
29.94085885,-90.11663888
29.96785965,-90.11872693
29.99331258,-90.10045904
29.92076531,-90.10130967
29.95431089,-90.01148152
29.99659693,-90.0355423
29.95990509,-90.01136585
29.96436767,-90.01188946
29.93352754,-90.01820787
29.96212724,-90.01135307
29.93047666,-90.02006483
29.96427735,-90.12105848
29.94542651,-90.12047687
29.94267946,-90.11969663
29.96711964,-90.12104751
29.9776675,-90.01538493
29.9788372,-90.01585008
29.93735064,-90.11841777
29.96983924,-90.12115323
29.9719724,-90.12045034
29.97375446,-90.11998686
29.96226629,-90.12319437
29.92051075,-90.10539925
29.97118888,-90.12121901
30.00514686,-90.05142577
29.9691987,-90.12190922
29.94381065,-90.12175204
29.91713135,-90.10123512
29.97716054,-90.01341983
29.92527095,-90.02109245
29.96459278,-90.00883537
29.92254101,-90.0225093
29.99247682,-90.1096089
30.00184966,-90.03581684
29.94140188,-90.12365288
29.9655279,-90.12577769
29.99394125,-90.10948612
29.97763137,-90.010527
29.93300011,-90.12059221
29.94059635,-90.12428761
30.00564932,-90.04108331
29.91866595,-90.02259691
29.98827047,-90.11676173
29.96860201,-90.12715615
29.93901449,-90.12553522
29.935158,-90.12381401
29.96762038,-90.12805954
29.95499961,-90.12946902
30.00540584,-90.03638919
30.0116722,-90.07486017
30.00388776,-90.10047706
30.01230732,-90.06017376
29.92088541,-90.1150943
29.91647797,-90.11064664
29.94736921,-90.12979152
30.00516303,-90.03313122
29.93723247,-90.12692613
29.95631393,-90.1310832
29.941346,-90.12888029
29.92181568,-90.01465646
29.97049441,-90.00262661
29.94878597,-90.1315516
29.95217393,-90.13247886
30.00540011,-90.02923623
29.97513142,-90.00260946
30.00448637,-90.10680701
29.91644873,-90.11619879
30.01661379,-90.0652289
29.99992877,-90.11494861
30.01229588,-90.0383736
29.95206279,-90.13561337
29.92376049,-90.00754006
30.00065864,-90.11616826
30.01752225,-90.05143564
30.01158595,-90.1007745
30.02098236,-90.07547473
30.02143827,-90.06932046
29.90755454,-90.01822941
29.92774837,-90.13358841
30.01996916,-90.04366156
30.01000817,-90.02094012
30.00568575,-90.11852596
30.00991615,-90.0197286
30.02351334,-90.06100853
30.02271333,-90.05172944
30.01890879,-90.09680049
30.00872449,-90.11752291
30.01424874,-90.02143089
30.01372058,-90.01899243
30.02645234,-90.05205886
30.01945117,-90.10554776
30.00963525,-90.00884123
30.01848472,-90.02174693
30.01120966,-90.0097758
30.02887248,-90.04574347
30.01280323,-90.0099792
30.01690297,-90.01429666
30.02011778,-90.11358308
30.02920429,-90.0412976
29.90894897,-89.99668024
29.9239016,-89.98512143
30.02628466,-90.02448393
29.9233104,-89.98426956
30.01082143,-89.99842627
29.90622961,-89.99517056
30.01231382,-89.99862943
29.91750016,-89.9832345
30.03231192,-90.02664645
29.90461642,-89.9919759
30.03290613,-90.02609853
29.90611457,-89.98965837
30.02874578,-90.0163497
29.90781584,-89.98767029
30.01339491,-89.99291433
29.92028234,-89.97691217
30.02952714,-90.01265877
29.91977247,-89.97628158
29.92098001,-89.97470195
30.02653282,-89.99987579
30.03784776,-90.01129819
30.02432043,-89.98867059
30.02746496,-89.99206746
30.02847684,-89.99312076
30.03223224,-89.99498845
30.02929534,-89.98567562
30.03097162,-89.98548425
30.03341003,-89.98761213
30.03557869,-89.98869052
30.04045692,-89.99474448
30.03894661,-89.98826374
30.03551642,-89.97504658
30.03848376,-89.97693048
30.04611518,-89.98211626
30.04853134,-89.98548892
30.04755568,-89.97916565
30.02596874,-89.95578167
30.05197936,-89.97872948
30.04306628,-89.96709905
30.0325001,-89.95424464
30.03896944,-89.95515358
30.04471741,-89.95965159
30.04737744,-89.96239757
30.05686618,-89.9701829
30.05635843,-89.95581359
30.03114755,-89.92782725
30.05591584,-89.94735349
30.06924451,-89.94589234
30.05836461,-89.93101523
30.03641196,-89.91162009
30.03847745,-89.91255628
30.06192975,-89.92827306
30.03763347,-89.90715118
30.04281243,-89.90993448
29.9576191,-90.0680828
29.9421393,-90.07077106192017
29.9538008,-90.0705546
43.05251845,-76.12249668801458
29.9529105,-90.0681761
29.9542693,-90.0686729
29.95738705,-90.06402800610623
30.03103615,-89.98071695698849
29.9537134,-90.0690103
39.98206446938775,-75.15728065306122
29.95278675,-90.07257297531152
34.25576825197217,-88.70662785868231
29.9547126,-90.0693108
48.3200344,6.3999362
30.423567,-97.689221
43.3023502,5.380346
29.96682485,-90.08816953389083
29.91771,-90.105916
29.9506106,-90.0680165
29.917138,-90.009404
29.771413755159145,-95.34554547210568
29.95185885,-90.06801912206649
29.9461593,-90.0785093
30.0362499,-89.99791002622707
33.8079758,-83.7153897
30.0194049,-89.96285215737848
29.9697576,-90.0503049
29.9531075,-90.0708193
30.01100305,-90.02065533034815
29.932443666666668,-90.004459
30.0121571,-90.0606477
30.0002541,-90.11940684641546
30.004195,-90.1075761
29.94527855,-90.13351145
30.0039194,-90.1071621
29.9977831,-90.1093076
40.68730805,-73.90869365692544
29.9958734,-90.1094981
30.02146025,-90.1152042139246
29.9895327,-90.1080122
30.0205765,-90.11488484136896
40.9328308,-72.6833773537849
30.00427295,-90.10640255272432
30.248043,-95.447483
32.45444564436195,-93.78624103457052
46.259128,-97.456202
29.9512732,-90.0705154
38.1463659,-85.6884449
30.01945,-90.106066
44.96656,-93.3478393
18.2624966,-73.5464295
29.9352034,-90.0761558
29.9524576,-90.0722032
29.9577411,-90.0752762
29.9416206,-90.0680647
29.9430607,-90.0685903
30.0260946,-89.97786477067282
30.027786484848484,-90.01152116161616
30.0273442,-89.997900991182
30.04824845,-89.95938649392201
30.05185415,-89.95352102095843
30.046518714285718,-89.9815021020408
30.02103127162043,-89.95916444674012
