nopd_item,type,typetext,priority,initialtype,initialtypetext,initialpriority,mapx,mapy,timecreate,timedispatch,timearrive,timeclosed,disposition,dispositiontext,selfinitiated,beat,block_address,zip,policedistrict,location,set,latitude,longitude
A2101622,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3684742,541421,01/19/2022 03:45:44 PM,01/19/2022 03:52:55 PM,01/19/2022 04:01:10 PM,01/19/2022 04:26:36 PM,GOA,GONE ON ARRIVAL,N,5L03,024XX Elysian Fields Ave,70117,5,POINT (-90.05748252 29.98262317),calls_for_service,,
A2102222,34S,AGGRAVATED BATTERY BY SHOOTING,2C,37,AGGRAVATED ASSAULT,2E,3674964,538933,01/19/2022 03:48:27 PM,,,01/19/2022 03:50:34 PM,DUP,DUPLICATE,N,1M04,008XX Hagan Ave,70119,1,POINT (-90.08845214 29.97607661),calls_for_service,,
A2111822,64J,CARJACKING,2C,64J,CARJACKING,2C,3680023,552955,01/19/2022 05:15:06 PM,01/19/2022 05:18:26 PM,01/19/2022 05:26:15 PM,01/19/2022 08:44:39 PM,RTF,REPORT TO FOLLOW,N,3P05,005XX Blk Charlotte Dr,70122,3,POINT (-90.07198881 30.01447959),calls_for_service,,
A2113222,34S,AGGRAVATED BATTERY BY SHOOTING,1A,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3712848,558063,01/19/2022 05:26:42 PM,,,01/19/2022 05:31:51 PM,DUP,DUPLICATE,N,7I01,101XX Dwyer Rd,70127,7,POINT (-89.96808617 30.02749184),calls_for_service,,
A2239922,34C,AGGRAVATED BATTERY BY CUTTING,2A,37,AGGRAVATED ASSAULT,2E,3709081,565754,01/20/2022 07:35:59 PM,01/20/2022 07:38:44 PM,01/20/2022 07:42:38 PM,01/20/2022 10:46:33 PM,RTF,REPORT TO FOLLOW,N,7I13,105XX Curran Blvd,70127,7,POINT (-89.97970076 30.04876186),calls_for_service,,
A2241422,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3680401,557721,01/20/2022 07:53:31 PM,,,01/20/2022 08:00:47 PM,DUP,DUPLICATE,N,3S02,The Cove,70122,3,POINT (-90.07062765 30.02757353),calls_for_service,,
A2245022,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3688210,547090,01/20/2022 08:36:56 PM,01/20/2022 08:38:09 PM,01/20/2022 08:44:54 PM,01/21/2022 01:34:36 AM,RTF,REPORT TO FOLLOW,N,3Y03,027XX Lavender St,70122,3,POINT (-90.0463287 29.99810368),calls_for_service,,
A2130622,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2E,3709148,565529,01/19/2022 08:32:03 PM,01/19/2022 09:06:01 PM,01/19/2022 09:14:24 PM,01/19/2022 09:23:35 PM,GOA,GONE ON ARRIVAL,N,7I13,105XX Curran Blvd,70127,7,POINT (-89.97949928 30.04814105),calls_for_service,,
A2255522,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3705270,559530,01/20/2022 11:23:42 PM,,01/20/2022 11:32:43 PM,01/21/2022 01:00:39 AM,RTF,REPORT TO FOLLOW,N,7O09,085XX N I-10 Service Rd,70127,7,POINT (-89.99197655 30.03177185),calls_for_service,,
A2203422,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,01/20/2022 12:53:43 PM,01/20/2022 12:55:43 PM,01/20/2022 01:03:36 PM,01/20/2022 11:42:21 PM,RTF,REPORT TO FOLLOW,N,1E03,005XX N Rampart St,70112,1,POINT (0 0),calls_for_service,,
A2231722,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,01/20/2022 05:55:45 PM,01/20/2022 05:57:04 PM,01/20/2022 06:14:08 PM,01/20/2022 10:34:16 PM,RTF,REPORT TO FOLLOW,N,5K03,028XX Blk Allen St,70119,5,POINT (0 0),calls_for_service,,
A2234422,64,ARMED ROBBERY,2C,64,ARMED ROBBERY,2C,3669865,548637,01/20/2022 06:22:44 PM,01/20/2022 06:24:28 PM,01/20/2022 06:34:36 PM,01/20/2022 10:00:54 PM,RTF,REPORT TO FOLLOW,N,3I04,062XX Marshal Foch St,70124,3,POINT (-90.10422664 30.00291137),calls_for_service,,
A2242422,37,AGGRAVATED ASSAULT,2E,21,COMPLAINT OTHER,1J,3695351,524752,01/20/2022 08:08:35 PM,01/20/2022 08:08:35 PM,01/20/2022 08:12:56 PM,01/20/2022 08:58:12 PM,RTF,REPORT TO FOLLOW,N,4I03,Magellan St & Murl St,70114,4,POINT (-90.02457614 29.93645857),calls_for_service,,
A2244322,37,AGGRAVATED ASSAULT,2E,94,DISCHARGING FIREARM,2D,3678971,535334,01/20/2022 08:26:05 PM,,01/20/2022 08:26:05 PM,01/20/2022 09:54:39 PM,RTF,REPORT TO FOLLOW,Y,1I01,N Prieur St & Orleans Ave,70112,1,POINT (-90.07592148 29.96606172),calls_for_service,,
A2251622,60,AGGRAVATED BURGLARY,2C,60,AGGRAVATED BURGLARY,2C,3720331,574383,01/20/2022 10:14:14 PM,,,01/20/2022 10:53:21 PM,VOI,VOID,N,7K04,078XX Sun St,70128,7,POINT (-89.9438151 30.07211628),calls_for_service,,
A2254522,37,AGGRAVATED ASSAULT,2A,103,DISTURBANCE (OTHER),1C,3680504,541734,01/20/2022 11:09:47 PM,01/20/2022 11:14:04 PM,01/20/2022 11:18:00 PM,01/20/2022 11:27:35 PM,GOA,GONE ON ARRIVAL,N,5K04,019XX N Broad St,70119,5,POINT (-90.07085831 29.98361215),calls_for_service,,
B2151222,37,AGGRAVATED ASSAULT,2E,66,EXTORTION (THREATS),1H,3696211,551408,02/18/2022 12:13:04 PM,02/18/2022 12:26:16 PM,02/18/2022 12:35:10 PM,02/18/2022 02:20:45 PM,RTF,REPORT TO FOLLOW,N,7A01,Downman Rd & Chef Menteur Hwy,70126,7,POINT (-90.0208964 30.00972827),calls_for_service,,
A2258622,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3672929,526368,01/21/2022 12:05:19 AM,01/21/2022 12:19:30 AM,01/21/2022 12:25:14 AM,01/21/2022 12:27:36 AM,UNF,UNFOUNDED,N,6I04,028XX S Claiborne Ave,70115,6,POINT (-90.09530711 29.94158861),calls_for_service,,
A2398922,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,01/22/2022 08:48:12 AM,01/22/2022 08:53:42 AM,01/22/2022 09:02:16 AM,01/22/2022 11:34:16 AM,RTF,REPORT TO FOLLOW,N,5C04,030XX Dauphine St,70117,5,POINT (0 0),calls_for_service,,
A2287722,64,ARMED ROBBERY,1A,64,ARMED ROBBERY,2C,3678102,527629,01/21/2022 08:07:32 AM,01/21/2022 03:26:41 PM,01/21/2022 03:28:15 PM,01/21/2022 03:33:04 PM,GOA,GONE ON ARRIVAL,N,6H03,Simon Bolivar Ave & Calliope St,70113,6,POINT (-90.0789326 29.94490103),calls_for_service,,
A2422622,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3683970,547190,01/22/2022 02:17:36 PM,01/22/2022 02:20:23 PM,01/22/2022 02:24:22 PM,01/22/2022 05:06:49 PM,RTF,REPORT TO FOLLOW,N,3X02,031XX Gentilly Blvd,70122,3,POINT (-90.05972065 29.99850775),calls_for_service,,
A2319122,64J,CARJACKING,2C,64,ARMED ROBBERY,2C,3687631,553543,01/21/2022 02:03:10 PM,01/21/2022 02:07:54 PM,01/21/2022 02:15:19 PM,01/21/2022 02:28:09 PM,UNF,UNFOUNDED,N,3R04,055XX Blk Baccich St,70122,3,POINT (-90.04793017 30.01586362),calls_for_service,,
A2323622,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3699783,536942,01/21/2022 03:12:47 PM,01/21/2022 03:14:31 PM,01/21/2022 03:19:42 PM,01/21/2022 08:00:35 PM,RTF,REPORT TO FOLLOW,N,5I04,020XX Alabo St,70117,5,POINT (-90.01013928 29.96983645),calls_for_service,,
A2348922,37,AGGRAVATED ASSAULT,2E,103,DISTURBANCE (OTHER),1C,3678290,519043,01/21/2022 07:30:34 PM,01/21/2022 08:10:40 PM,01/21/2022 08:19:33 PM,01/21/2022 10:03:43 PM,RTF,REPORT TO FOLLOW,N,6A01,005XX Washington Ave,70130,6,POINT (-90.07863644 29.92128598),calls_for_service,,
A2454622,37,AGGRAVATED ASSAULT,2E,94,DISCHARGING FIREARM,2D,3687046,528334,01/22/2022 08:27:23 PM,01/22/2022 08:28:18 PM,01/22/2022 08:38:40 PM,01/22/2022 10:08:53 PM,RTF,REPORT TO FOLLOW,N,4F01,005XX Blk Homer St,70114,4,POINT (-90.05066778 29.94656804),calls_for_service,,
A2462022,37,AGGRAVATED ASSAULT,2E,94,DISCHARGING FIREARM,2D,3678646,534924,01/22/2022 10:26:15 PM,01/22/2022 10:26:50 PM,01/22/2022 10:30:21 PM,01/23/2022 02:14:21 AM,RTF,REPORT TO FOLLOW,N,1I04,020XX Lafitte St,70112,1,POINT (-90.07696142 29.96494234),calls_for_service,,
A2471822,64G,ARMED ROBBERY WITH GUN,2C,64J,CARJACKING,2C,3710789,564912,01/23/2022 12:38:24 AM,01/23/2022 12:39:30 AM,01/23/2022 12:44:34 AM,01/23/2022 03:27:43 AM,RTF,REPORT TO FOLLOW,N,7I13,109XX Morrison Rd,70127,7,POINT (-89.97433346 30.04639109),calls_for_service,,
A2912222,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3709279,565422,01/26/2022 06:32:15 PM,01/26/2022 06:33:55 PM,01/26/2022 06:40:03 PM,01/27/2022 12:00:47 AM,RTF,REPORT TO FOLLOW,N,7I13,105XX Curran Blvd,70127,7,POINT (-89.97908741 30.04784201),calls_for_service,,
A2406322,37,AGGRAVATED ASSAULT,1A,94,DISCHARGING FIREARM,2D,3694405,549533,01/22/2022 10:31:19 AM,01/22/2022 10:56:24 AM,01/22/2022 10:59:26 AM,01/22/2022 06:44:58 PM,RTF,REPORT TO FOLLOW,N,3U02,I-10 E & Highrise,70126,3,POINT (-90.02667245 30.00462887),calls_for_service,,
A2927022,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3696731,517746,01/26/2022 09:26:45 PM,01/26/2022 09:29:05 PM,01/26/2022 09:32:25 PM,01/27/2022 12:30:29 AM,RTF,REPORT TO FOLLOW,N,4C02,038XX Texas Dr,70114,4,POINT (-90.02047186 29.91715139),calls_for_service,,
A2414622,64K,ARMED ROBBERY WITH KNIFE,2C,34C,AGGRAVATED BATTERY BY CUTTING,2D,3715167,555826,01/22/2022 12:36:51 PM,01/22/2022 12:37:45 PM,01/22/2022 12:43:31 PM,01/22/2022 03:59:04 PM,RTF,REPORT TO FOLLOW,N,7J03,107XX Chef Menteur Hwy,70127,7,POINT (-89.96084132 30.02126461),calls_for_service,,
A1950922,64G,ARMED ROBBERY WITH GUN,2C,67A,AUTO THEFT,1D,3680382,521951,01/18/2022 10:39:01 AM,01/18/2022 03:50:00 PM,01/18/2022 03:52:39 PM,01/18/2022 05:06:54 PM,RTF,REPORT TO FOLLOW,N,6B02,019XX Annunciation St,70130,6,POINT (-90.07193008 29.92921855),calls_for_service,,
A2136122,64K,ARMED ROBBERY WITH KNIFE,2C,64K,ARMED ROBBERY WITH KNIFE,2C,3679314,530953,01/19/2022 09:43:02 PM,01/19/2022 09:43:21 PM,01/19/2022 09:43:02 PM,01/20/2022 12:45:15 AM,RTF,REPORT TO FOLLOW,Y,8I02,002XX Blk Loyola Ave,70112,8,POINT (-90.07499155 29.95400413),calls_for_service,,
A2427522,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3679021,532128,01/22/2022 03:27:14 PM,01/22/2022 03:29:57 PM,01/22/2022 04:00:20 PM,01/22/2022 04:02:32 PM,GOA,GONE ON ARRIVAL,N,8J04,015XX Canal St,70112,8,POINT (-90.07587475 29.95724338),calls_for_service,,
A2428522,64,ARMED ROBBERY,1A,64,ARMED ROBBERY,2C,3681257,530442,01/22/2022 03:39:11 PM,,,01/22/2022 06:53:50 PM,GOA,GONE ON ARRIVAL,N,8G04,006XX Canal St,70130,8,POINT (-90.06887414 29.95254166),calls_for_service,,
A2429222,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,01/22/2022 03:47:41 PM,,,01/22/2022 06:56:54 PM,GOA,GONE ON ARRIVAL,N,8I02,002XX Loyola Ave,70112,8,POINT (0 0),calls_for_service,,
A2437222,37D,AGGRAVATED ASSAULT DOMESTIC,2C,94,DISCHARGING FIREARM,2D,3698988,555240,01/22/2022 05:12:50 PM,01/22/2022 05:19:34 PM,01/22/2022 05:21:26 PM,01/22/2022 10:33:44 PM,RTF,REPORT TO FOLLOW,N,7C05,049XX Haydel St,70126,7,POINT (-90.01198338 30.02017585),calls_for_service,,
A2454922,64G,ARMED ROBBERY WITH GUN,2C,64J,CARJACKING,2C,3695961,523531,01/22/2022 08:28:52 PM,01/22/2022 08:30:51 PM,01/22/2022 08:33:40 PM,01/22/2022 10:27:39 PM,RTF,REPORT TO FOLLOW,N,4J01,001XX Pinewood Ct,70114,4,POINT (-90.02269609 29.93308189),calls_for_service,,
A2456322,37,AGGRAVATED ASSAULT,2E,94,DISCHARGING FIREARM,2D,3693479,536873,01/22/2022 08:43:00 PM,01/22/2022 08:43:35 PM,01/22/2022 08:46:23 PM,01/22/2022 11:00:49 PM,RTF,REPORT TO FOLLOW,N,5D03,Poland Ave & N Claiborne Ave,70117,5,POINT (-90.03005197 29.96984712),calls_for_service,,
A2543822,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3707900,520325,01/23/2022 05:43:04 PM,01/23/2022 05:44:17 PM,01/23/2022 05:47:08 PM,01/23/2022 09:01:04 PM,RTF,REPORT TO FOLLOW,N,4E02,General Meyer Ave & Sullen Pl,70131,4,POINT (-89.98512229 29.92388771),calls_for_service,,
A2549022,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,01/23/2022 06:49:19 PM,01/23/2022 11:18:47 PM,01/23/2022 11:22:57 PM,01/24/2022 06:18:34 AM,DUP,DUPLICATE,N,3M04,043XX Perlita St,70122,3,POINT (0 0),calls_for_service,,
A2566022,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3681373,530415,01/23/2022 11:07:40 PM,,01/23/2022 11:08:35 PM,01/24/2022 12:51:03 AM,RTF,REPORT TO FOLLOW,N,8G04,006XX Canal St,70130,8,POINT (-90.06850715 29.95246157),calls_for_service,,
A2569222,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3706840,559662,01/23/2022 11:52:15 PM,01/23/2022 11:53:12 PM,01/23/2022 11:58:19 PM,01/24/2022 01:59:15 AM,DUP,DUPLICATE,N,7R04,068XX Cindy Pl,70127,7,POINT (-89.98701123 30.03208342),calls_for_service,,
A2569322,64,ARMED ROBBERY,2C,64,ARMED ROBBERY,2C,3680607,530503,01/23/2022 11:53:01 PM,01/23/2022 11:54:09 PM,01/23/2022 11:57:33 PM,01/24/2022 06:53:53 AM,RTF,REPORT TO FOLLOW,N,8I01,Common St & Carondelet St,70112,8,POINT (-90.0709225 29.95272717),calls_for_service,,
A2569822,34D,AGGRAVATED BATTERY DOMESTIC,2C,34D,AGGRAVATED BATTERY DOMESTIC,2C,3679641,539826,01/23/2022 11:57:31 PM,01/23/2022 11:59:23 PM,01/24/2022 12:04:07 AM,01/24/2022 03:45:47 AM,RTF,REPORT TO FOLLOW,N,1C01,016XX N Dorgenois St,70119,1,POINT (-90.07365172 29.97839171),calls_for_service,,
A2486322,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3681202,531247,01/23/2022 04:17:05 AM,01/23/2022 04:18:21 AM,01/23/2022 04:19:57 AM,01/23/2022 06:27:36 AM,RTF,REPORT TO FOLLOW,N,8D04,002XX Bourbon St,70112,8,POINT (-90.06902034 29.95475488),calls_for_service,,
A2488722,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3702691,557331,01/23/2022 05:04:16 AM,01/23/2022 05:07:34 AM,01/23/2022 05:33:04 AM,01/23/2022 09:25:21 AM,DUP,DUPLICATE,N,7Q03,077XX S Coronet Ct,70126,7,POINT (-90.00020605 30.02580703),calls_for_service,,
A2499522,37D,AGGRAVATED ASSAULT DOMESTIC,2C,103,DISTURBANCE (OTHER),1C,3704468,556205,01/23/2022 08:51:22 AM,01/23/2022 08:53:25 AM,01/23/2022 08:56:40 AM,01/23/2022 09:59:53 AM,RTF,REPORT TO FOLLOW,N,7F02,049XX Bonita Dr,70126,7,POINT (-89.99463294 30.02265329),calls_for_service,,
A2501122,34D,AGGRAVATED BATTERY DOMESTIC,2C,37,AGGRAVATED ASSAULT,2E,3662211,530953,01/23/2022 09:09:21 AM,01/23/2022 09:10:27 AM,01/23/2022 09:13:52 AM,01/23/2022 11:41:14 AM,RTF,REPORT TO FOLLOW,N,2K03,085XX Hickory St,70118,2,POINT (-90.12899714 29.95450864),calls_for_service,,
A2502122,37D,AGGRAVATED ASSAULT DOMESTIC,2C,103D,DOMESTIC DISTURBANCE,2C,3663859,535888,01/23/2022 09:30:25 AM,01/23/2022 09:32:13 AM,01/23/2022 09:34:42 AM,01/23/2022 11:46:10 AM,RTF,REPORT TO FOLLOW,N,2S01,091XX Colapissa St,70118,2,POINT (-90.12362648 29.96803269),calls_for_service,,
A2505722,37D,AGGRAVATED ASSAULT DOMESTIC,2C,37,AGGRAVATED ASSAULT,2E,3697029,557793,01/23/2022 10:16:40 AM,01/23/2022 10:19:15 AM,01/23/2022 10:28:20 AM,01/23/2022 12:04:41 PM,RTF,REPORT TO FOLLOW,N,7D01,063XX Dorothea St,70126,7,POINT (-90.01808151 30.02725863),calls_for_service,,
A2509122,34D,AGGRAVATED BATTERY DOMESTIC,2C,34D,AGGRAVATED BATTERY DOMESTIC,2C,3708257,517529,01/23/2022 10:47:22 AM,01/23/2022 10:49:23 AM,01/23/2022 11:00:01 AM,01/23/2022 11:02:38 AM,GOA,GONE ON ARRIVAL,N,4E04,036XX Dickens Dr,70131,4,POINT (-89.98410082 29.9161882),calls_for_service,,
A2519722,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,01/23/2022 12:53:58 PM,01/23/2022 03:48:45 PM,01/23/2022 03:56:15 PM,01/23/2022 05:47:48 PM,RTF,REPORT TO FOLLOW,N,3Q02,019XX Wilton Dr,70122,3,POINT (0 0),calls_for_service,,
A2520822,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,01/23/2022 01:10:34 PM,,01/23/2022 05:15:48 PM,01/23/2022 06:48:30 PM,GOA,GONE ON ARRIVAL,N,3M04,043XX Perlita St,70122,3,POINT (0 0),calls_for_service,,
A2528222,37,AGGRAVATED ASSAULT,2E,103F,FIGHT,2D,3705689,556171,01/23/2022 02:52:39 PM,01/23/2022 03:06:10 PM,01/23/2022 03:34:43 PM,01/23/2022 06:53:02 PM,RTF,REPORT TO FOLLOW,N,7F02,049XX Laine Ave,70126,7,POINT (-89.99077651 30.02252179),calls_for_service,,
A2528322,37,AGGRAVATED ASSAULT,2E,35,SIMPLE BATTERY,1F,3680133,526465,01/23/2022 02:53:24 PM,01/23/2022 03:27:38 PM,01/23/2022 03:45:24 PM,01/23/2022 05:16:50 PM,RTF,REPORT TO FOLLOW,N,6E04,Us 90B W & Tchoupitoulas Exit,70130,6,POINT (-90.07256007 29.94163796),calls_for_service,,
A2530422,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3697738,551511,01/23/2022 03:14:19 PM,01/23/2022 04:34:11 PM,01/23/2022 04:46:59 PM,01/23/2022 07:07:49 PM,DUP,DUPLICATE,N,7C01,062XX Chef Menteur Hwy,70126,7,POINT (-90.01606909 30.00996098),calls_for_service,,
A2530922,37,AGGRAVATED ASSAULT,2E,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3710204,561525,01/23/2022 03:19:27 PM,01/23/2022 03:27:11 PM,01/23/2022 04:14:52 PM,01/23/2022 07:12:13 PM,RTF,REPORT TO FOLLOW,N,7P06,I-10 W & Read Blvd,70127,7,POINT (-89.97631148 30.0370954),calls_for_service,,
A2531822,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3684697,539617,01/23/2022 03:33:48 PM,01/23/2022 03:35:10 PM,01/23/2022 03:39:38 PM,01/23/2022 06:02:20 PM,GOA,GONE ON ARRIVAL,N,5A03,N Johnson St & Elysian Fields Ave,70117,5,POINT (-90.05768832 29.9776646),calls_for_service,,
A2532622,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3680632,530453,01/23/2022 03:38:36 PM,01/23/2022 03:41:22 PM,01/23/2022 03:45:07 PM,01/23/2022 05:59:30 PM,RTF,REPORT TO FOLLOW,N,8I01,002XX Carondelet St,70130,8,POINT (-90.07084704 29.95258997),calls_for_service,,
A2566822,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3681086,530627,01/23/2022 11:25:19 PM,,01/23/2022 11:29:36 PM,01/24/2022 05:09:03 AM,RTF,REPORT TO FOLLOW,N,8I01,007XX Canal St,70130,8,POINT (-90.06940687 29.95305511),calls_for_service,,
A2543222,37,AGGRAVATED ASSAULT,2E,103F,FIGHT,2D,3673753,528026,01/23/2022 05:31:32 PM,01/23/2022 05:32:14 PM,01/23/2022 05:34:24 PM,01/23/2022 09:02:22 PM,RTF,REPORT TO FOLLOW,N,6K01,024XX S Roman St,70125,6,POINT (-90.09265021 29.9461228),calls_for_service,,
A2638322,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3696988,551562,01/24/2022 02:15:25 PM,01/24/2022 02:16:08 PM,01/24/2022 02:22:27 PM,01/24/2022 10:53:25 PM,RTF,REPORT TO FOLLOW,N,7C01,060XX Blk Chef Menteur Hwy,70126,7,POINT (-90.01843692 30.01012645),calls_for_service,,
A2555722,64G,ARMED ROBBERY WITH GUN,2C,37,AGGRAVATED ASSAULT,2E,3667768,525067,01/23/2022 08:30:51 PM,01/23/2022 08:31:57 PM,01/23/2022 08:38:06 PM,01/23/2022 10:36:22 PM,RTF,REPORT TO FOLLOW,N,2N02,026XX Octavia St,70115,2,POINT (-90.1116463 29.93816282),calls_for_service,,
A2652822,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3684045,546683,01/24/2022 04:55:38 PM,01/24/2022 04:56:08 PM,01/24/2022 05:04:21 PM,01/24/2022 11:01:23 PM,RTF,REPORT TO FOLLOW,N,3X02,038XX Elysian Fields Ave,70122,3,POINT (-90.05949873 29.9971136),calls_for_service,,
A2557022,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,01/23/2022 08:52:26 PM,01/23/2022 09:03:52 PM,01/23/2022 09:04:05 PM,01/24/2022 03:24:31 AM,GOA,GONE ON ARRIVAL,N,7H02,048XX Cerise Ave,70127,7,POINT (0 0),calls_for_service,,
A2658622,34S,AGGRAVATED BATTERY BY SHOOTING,1A,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3677273,533375,01/24/2022 05:52:30 PM,01/24/2022 06:02:22 PM,01/24/2022 06:07:44 PM,01/24/2022 06:46:48 PM,DUP,DUPLICATE,N,1H01,020XX Canal St,70112,1,POINT (-90.08135199 29.9607251),calls_for_service,,
A2561822,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,01/23/2022 09:59:12 PM,01/23/2022 10:00:25 PM,01/23/2022 10:06:02 PM,01/23/2022 10:55:58 PM,GOA,GONE ON ARRIVAL,N,2L03,015XX Hillary St,70118,2,POINT (0 0),calls_for_service,,
A2684622,37D,AGGRAVATED ASSAULT DOMESTIC,2C,94,DISCHARGING FIREARM,2D,3698416,532486,01/24/2022 11:06:32 PM,01/24/2022 11:08:37 PM,01/24/2022 11:16:33 PM,01/25/2022 02:54:04 AM,RTF,REPORT TO FOLLOW,N,5E04,057XX Dauphine St,70117,5,POINT (-90.0146195 29.95762817),calls_for_service,,
A2685422,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3691326,549779,01/24/2022 11:18:38 PM,,01/24/2022 11:34:10 PM,01/25/2022 12:24:21 AM,DUP,DUPLICATE,N,3U04,Chef Menteur Hwy & Louisa Dr,70126,3,POINT (-90.03638978 30.00540199),calls_for_service,,
A2592322,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3682696,535710,01/24/2022 05:37:38 AM,01/24/2022 07:14:37 AM,01/24/2022 07:16:48 AM,01/24/2022 10:13:29 AM,RTF,REPORT TO FOLLOW,N,1A01,014XX Blk Henriette Delille St,70116,1,POINT (-90.06414462 29.96698059),calls_for_service,,
A2628422,60,AGGRAVATED BURGLARY,2C,60,AGGRAVATED BURGLARY,2C,3726004,563048,01/24/2022 12:39:16 PM,01/24/2022 12:42:57 PM,01/24/2022 12:54:56 PM,01/24/2022 02:41:56 PM,RTF,REPORT TO FOLLOW,N,7L02,136XX N Nemours St,70129,7,POINT (-89.92632092 30.04076046),calls_for_service,,
A2629522,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3672326,539073,01/24/2022 12:47:02 PM,01/24/2022 12:47:47 PM,01/24/2022 12:56:30 PM,01/24/2022 02:14:58 PM,RTF,REPORT TO FOLLOW,N,1M02,004XX N Carrollton Ave,70119,1,POINT (-90.09677923 29.97654141),calls_for_service,,
A2632622,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3706853,514071,01/24/2022 01:16:45 PM,01/24/2022 01:17:58 PM,01/24/2022 01:24:48 PM,01/24/2022 01:33:02 PM,GOA,GONE ON ARRIVAL,N,4E01,061XX Tullis Dr,70131,4,POINT (-89.98866006 29.90672506),calls_for_service,,
A2648922,43,SIMPLE RAPE,2F,43,SIMPLE RAPE,2F,37369000,3513814,01/24/2022 04:17:26 PM,,01/24/2022 04:17:26 PM,01/24/2022 04:18:09 PM,RTF,REPORT TO FOLLOW,Y,1N02,034XX Esplanade Ave,70119,1,POINT (0 0),calls_for_service,,
A2663022,37D,AGGRAVATED ASSAULT DOMESTIC,2C,103D,DOMESTIC DISTURBANCE,2C,3692993,538801,01/24/2022 06:31:43 PM,01/24/2022 06:33:47 PM,01/24/2022 06:53:55 PM,01/24/2022 10:48:14 PM,RTF,REPORT TO FOLLOW,N,5H01,020XX Blk Mazant St,70117,5,POINT (-90.03151607 29.97516352),calls_for_service,,
A2706922,42U,AGGRAVATED RAPE UNFOUNDED BY SPECIAL VICTIMS OR CHILD ABUSE,1C,21,COMPLAINT OTHER,1J,37369000,3513814,01/25/2022 04:15:30 AM,,01/25/2022 04:15:42 AM,01/25/2022 07:26:17 AM,RTF,REPORT TO FOLLOW,N,1H01,020XX Canal St,70112,1,POINT (0 0),calls_for_service,,
