nopd_item,type,typetext,priority,initialtype,initialtypetext,initialpriority,mapx,mapy,timecreate,timedispatch,timearrive,timeclosed,disposition,dispositiontext,selfinitiated,beat,block_address,zip,policedistrict,location,set,latitude,longitude
A2740822,37,AGGRAVATED ASSAULT,2E,94,DISCHARGING FIREARM,2D,3719808,572927,01/25/2022 11:30:44 AM,01/25/2022 11:33:36 AM,01/25/2022 11:42:55 AM,01/25/2022 01:07:02 PM,RTF,REPORT TO FOLLOW,N,7K04,076XX Kingsport Blvd,70128,7,POINT (-89.94552232 30.06812992),calls_for_service,,
A2746022,37,AGGRAVATED ASSAULT,1A,95G,ILLEGAL CARRYING OF WEAPON- GUN,2D,3662967,524730,01/25/2022 12:16:49 PM,01/25/2022 12:18:12 PM,01/25/2022 12:28:07 PM,01/25/2022 01:56:04 PM,RTF,REPORT TO FOLLOW,N,2H03,Broadway St & Saint Charles Ave,70118,2,POINT (-90.12681613 29.93737569),calls_for_service,,
A2753122,30S,HOMICIDE BY SHOOTING,2C,21,COMPLAINT OTHER,1J,3683814,542068,01/25/2022 01:29:43 PM,,01/25/2022 01:29:43 PM,01/25/2022 04:19:42 PM,RTF,REPORT TO FOLLOW,Y,5K01,026XX Touro St,70119,5,POINT (-90.06039043 29.9844307),calls_for_service,,
A2758222,42U,AGGRAVATED RAPE UNFOUNDED BY SPECIAL VICTIMS OR CHILD ABUSE,1C,21,COMPLAINT OTHER,1J,37369000,3513814,01/25/2022 02:39:04 PM,,01/25/2022 02:39:04 PM,01/25/2022 08:08:27 PM,RTF,REPORT TO FOLLOW,Y,3D02,046XX Blk Canal St,70119,3,POINT (0 0),calls_for_service,,
A2768622,37D,AGGRAVATED ASSAULT DOMESTIC,2C,37,AGGRAVATED ASSAULT,2E,3668612,542357,01/25/2022 04:36:20 PM,01/25/2022 04:54:35 PM,01/25/2022 04:54:59 PM,01/25/2022 08:22:34 PM,RTF,REPORT TO FOLLOW,N,3I01,053XX Memphis St,70124,3,POINT (-90.10839854 29.98567907),calls_for_service,,
A2670522,64G,ARMED ROBBERY WITH GUN,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3673415,523195,01/24/2022 07:53:46 PM,01/24/2022 07:55:29 PM,01/24/2022 07:58:47 PM,01/24/2022 10:29:58 PM,RTF,REPORT TO FOLLOW,N,6Q02,021XX Louisiana Ave,70115,6,POINT (-90.09388254 29.93284906),calls_for_service,,
A2680722,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3696110,519064,01/24/2022 09:48:52 PM,01/24/2022 09:49:12 PM,01/24/2022 09:54:24 PM,01/24/2022 11:54:24 PM,RTF,REPORT TO FOLLOW,N,4C02,034XX Garden Oaks Dr,70114,4,POINT (-90.02238552 29.92079552),calls_for_service,,
A2946322,64G,ARMED ROBBERY WITH GUN,2C,37,AGGRAVATED ASSAULT,2E,3690197,535774,01/27/2022 01:54:08 AM,01/27/2022 01:57:13 AM,01/27/2022 02:00:09 AM,01/27/2022 04:08:48 AM,RTF,REPORT TO FOLLOW,N,5C02,Saint Claude Ave & Desire St,70117,5,POINT (-90.04045412 29.96692653),calls_for_service,,
A2951722,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3678145,531133,01/27/2022 03:18:26 AM,01/27/2022 03:20:23 AM,01/27/2022 03:26:21 AM,01/27/2022 03:58:40 AM,GOA,GONE ON ARRIVAL,N,8J02,015XX Gravier St,70112,8,POINT (-90.07867515 29.95453316),calls_for_service,,
A2968522,42,AGGRAVATED RAPE,2C,21,COMPLAINT OTHER,1J,37369000,3513814,01/27/2022 08:14:46 AM,01/27/2022 08:19:02 AM,01/27/2022 08:35:02 AM,01/27/2022 12:22:18 PM,RTF,REPORT TO FOLLOW,N,4D05,051XX Westgrove Pk,70131,4,POINT (0 0),calls_for_service,,
A2969322,64J,CARJACKING,2C,64J,CARJACKING,2C,3669228,525809,01/27/2022 08:23:12 AM,01/27/2022 08:25:38 AM,01/27/2022 08:29:46 AM,01/27/2022 08:42:34 AM,GOA,GONE ON ARRIVAL,N,2Q03,Upperline St & S Claiborne Ave,70125,2,POINT (-90.107012 29.94016101),calls_for_service,,
A2983022,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3675767,534647,01/27/2022 10:48:28 AM,01/27/2022 10:50:34 AM,01/27/2022 10:55:34 AM,01/27/2022 11:11:08 AM,GOA,GONE ON ARRIVAL,N,1H02,025XX Canal St,70119,1,POINT (-90.08606352 29.96426799),calls_for_service,,
A2988822,95K,ILLEGAL CARRYING OF WEAPON- KNIFE,2D,95K,ILLEGAL CARRYING OF WEAPON- KNIFE,2D,3672898,533110,01/27/2022 11:43:06 AM,,01/27/2022 11:43:06 AM,01/27/2022 11:48:40 AM,RTF,REPORT TO FOLLOW,Y,1K01,028XX Perdido St,70119,1,POINT (-90.09517715 29.96012841),calls_for_service,,
A2736322,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,01/25/2022 10:45:59 AM,01/25/2022 11:09:05 AM,01/25/2022 11:14:15 AM,01/25/2022 10:07:53 PM,RTF,REPORT TO FOLLOW,N,4A03,011XX Le Boeuf St,70114,4,POINT (0 0),calls_for_service,,
A3026422,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3677228,533283,01/27/2022 05:14:31 PM,01/27/2022 05:16:26 PM,01/27/2022 06:01:22 PM,01/27/2022 06:55:31 PM,DUP,DUPLICATE,N,1H01,020XX Canal St,70112,1,POINT (-90.08149795 29.96047247),calls_for_service,,
A3175922,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3670137,525992,01/28/2022 08:58:17 PM,01/28/2022 08:58:59 PM,01/28/2022 09:06:38 PM,01/29/2022 02:52:39 AM,RTF,REPORT TO FOLLOW,N,2Q03,044XX S Claiborne Ave,70125,2,POINT (-90.10413758 29.94063748),calls_for_service,,
A3037922,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3683515,540632,01/27/2022 06:57:10 PM,01/27/2022 07:01:06 PM,01/27/2022 07:11:33 PM,01/27/2022 07:13:58 PM,GOA,GONE ON ARRIVAL,N,5K02,N Tonti St & Pauger St,70119,5,POINT (-90.0613872 29.9804915),calls_for_service,,
A3039822,37D,AGGRAVATED ASSAULT DOMESTIC,2C,34,AGGRAVATED BATTERY,2D,3676115,526565,01/27/2022 07:16:47 PM,01/27/2022 07:20:46 PM,01/27/2022 07:25:08 PM,01/27/2022 08:40:50 PM,RTF,REPORT TO FOLLOW,N,6H01,024XX Saint Andrew St,70113,6,POINT (-90.08524326 29.942035),calls_for_service,,
A3183222,38D,SIMPLE ASSAULT DOMESTIC,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3664545,534851,01/28/2022 09:56:44 PM,01/28/2022 09:59:16 PM,01/28/2022 10:03:27 PM,01/29/2022 12:31:02 AM,RTF,REPORT TO FOLLOW,N,2S02,030XX Eagle St,70118,2,POINT (-90.12149645 29.96515953),calls_for_service,,
A2789322,64J,CARJACKING,2C,64J,CARJACKING,2C,3694914,526744,01/25/2022 07:58:08 PM,01/25/2022 08:00:33 PM,01/25/2022 08:09:54 PM,01/25/2022 10:46:22 PM,RTF,REPORT TO FOLLOW,N,4H02,General Meyer Ave & Merrill St,70114,4,POINT (-90.02588306 29.94194932),calls_for_service,,
A2791322,64J,CARJACKING,2C,64J,CARJACKING,2C,3685484,552329,01/25/2022 08:21:24 PM,01/25/2022 08:22:24 PM,01/25/2022 08:25:58 PM,01/25/2022 10:20:34 PM,RTF,REPORT TO FOLLOW,N,3T01,052XX Blk Music St,70122,3,POINT (-90.05475694 30.01259374),calls_for_service,,
A3057522,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3679412,532611,01/27/2022 10:31:16 PM,01/27/2022 11:19:51 PM,01/27/2022 11:24:45 PM,01/27/2022 11:33:43 PM,GOA,GONE ON ARRIVAL,N,1E01,015XX Iberville St,70112,1,POINT (-90.07462552 29.95856054),calls_for_service,,
A3195222,37,AGGRAVATED ASSAULT,2E,64J,CARJACKING,2C,3681983,550585,01/29/2022 12:37:53 AM,01/29/2022 12:38:58 AM,01/29/2022 12:42:31 AM,01/29/2022 02:23:13 AM,RTF,REPORT TO FOLLOW,N,3Q02,Mirabeau Ave & Haik Dr,70122,3,POINT (-90.06587746 30.00790553),calls_for_service,,
A3203322,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3669235,533953,01/29/2022 02:12:05 AM,01/29/2022 02:18:02 AM,01/29/2022 02:21:02 AM,01/29/2022 02:25:27 AM,GOA,GONE ON ARRIVAL,N,2U04,Washington Ave & Broadway St,70125,2,POINT (-90.10671432 29.96255351),calls_for_service,,
A3205822,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3670326,535859,01/29/2022 02:39:30 AM,01/29/2022 02:40:36 AM,01/29/2022 02:42:52 AM,01/29/2022 03:02:13 AM,GOA,GONE ON ARRIVAL,N,1L04,038XX Tulane Ave,70119,1,POINT (-90.10320548 29.96776121),calls_for_service,,
A3212222,43,SIMPLE RAPE,2F,34C,AGGRAVATED BATTERY BY CUTTING,2D,37369000,3513814,01/29/2022 04:40:37 AM,01/29/2022 04:44:05 AM,01/29/2022 04:46:52 AM,01/29/2022 02:06:12 PM,RTF,REPORT TO FOLLOW,N,8I02,011XX Blk Canal St,70112,8,POINT (0 0),calls_for_service,,
A3216522,64J,CARJACKING,1A,64J,CARJACKING,2C,3678718,536256,01/29/2022 06:18:54 AM,,01/29/2022 06:25:54 AM,01/29/2022 09:35:47 AM,RTF,REPORT TO FOLLOW,N,1J03,022XX Dumaine St,70119,1,POINT (-90.07668947 29.96860266),calls_for_service,,
A3232922,37,AGGRAVATED ASSAULT,2E,107,SUSPICIOUS PERSON,2C,3681664,520792,01/29/2022 10:44:29 AM,,01/29/2022 10:44:29 AM,01/29/2022 02:43:53 PM,RTF,REPORT TO FOLLOW,Y,6B07,018XX Tchoupitoulas St,70130,6,POINT (-90.06792551 29.92599234),calls_for_service,,
A3258622,37D,AGGRAVATED ASSAULT DOMESTIC,2C,21,COMPLAINT OTHER,1J,3683067,542491,01/29/2022 03:42:33 PM,,01/29/2022 03:42:33 PM,01/29/2022 06:02:01 PM,RTF,REPORT TO FOLLOW,Y,5K03,028XX Saint Anthony St,70119,5,POINT (-90.06273588 29.9856166),calls_for_service,,
A3273522,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3670073,536270,01/29/2022 06:13:57 PM,01/29/2022 06:14:58 PM,01/29/2022 06:20:22 PM,01/29/2022 06:41:16 PM,GOA,GONE ON ARRIVAL,N,1L04,006XX S Pierce St,70119,1,POINT (-90.10399037 29.96889908),calls_for_service,,
A3274522,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3678839,522067,01/29/2022 06:22:08 PM,01/29/2022 06:23:21 PM,01/29/2022 06:29:09 PM,01/29/2022 06:40:34 PM,GOA,GONE ON ARRIVAL,N,6A06,Jackson Ave & Magazine St,70130,6,POINT (-90.07679964 29.92958364),calls_for_service,,
A3285822,37D,AGGRAVATED ASSAULT DOMESTIC,2C,34D,AGGRAVATED BATTERY DOMESTIC,2C,3686191,541058,01/29/2022 08:27:38 PM,01/29/2022 08:30:31 PM,01/29/2022 08:39:54 PM,01/29/2022 11:51:20 PM,RTF,REPORT TO FOLLOW,N,5L02,023XX Saint Roch Ave,70117,5,POINT (-90.05291972 29.98158097),calls_for_service,,
A3289922,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3683682,532666,01/29/2022 08:54:10 PM,01/29/2022 08:55:02 PM,01/29/2022 08:56:22 PM,01/29/2022 09:00:08 PM,DUP,DUPLICATE,N,8B02,Decatur St & N Peters St,70116,8,POINT (-90.06113996 29.95858199),calls_for_service,,
B2279622,64G,ARMED ROBBERY WITH GUN,2C,65,SIMPLE ROBBERY,1D,3688171,539501,02/19/2022 04:05:39 PM,02/19/2022 04:28:23 PM,02/19/2022 04:32:50 PM,02/19/2022 11:54:41 PM,RTF,REPORT TO FOLLOW,N,5G03,019XX Port St,70117,5,POINT (-90.04672003 29.97723677),calls_for_service,,
B1336122,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3730406,561861,02/11/2022 11:48:21 AM,,,02/12/2022 09:07:20 AM,GOA,GONE ON ARRIVAL,N,7L02,046XX Alcee Fortier Blvd,70129,7,POINT (-89.91245696 30.03734725),calls_for_service,,
A3389822,64G,ARMED ROBBERY WITH GUN,2C,64J,CARJACKING,2C,3675108,534290,01/30/2022 06:35:12 PM,01/30/2022 06:36:20 PM,01/30/2022 06:40:05 PM,01/30/2022 10:55:47 PM,RTF,REPORT TO FOLLOW,N,1H02,026XX Blk Palmyra St,70119,1,POINT (-90.08815687 29.96330541),calls_for_service,,
A3483922,64J,CARJACKING,2C,64G,ARMED ROBBERY WITH GUN,2C,3693533,525823,01/31/2022 02:08:05 PM,01/31/2022 02:10:09 PM,01/31/2022 02:15:42 PM,01/31/2022 11:11:27 PM,RTF,REPORT TO FOLLOW,N,4I01,026XX General Meyer Ave,70114,4,POINT (-90.03027856 29.93946187),calls_for_service,,
A3346522,37D,AGGRAVATED ASSAULT DOMESTIC,2C,103,DISTURBANCE (OTHER),1C,3717499,559690,01/30/2022 09:46:07 AM,01/31/2022 02:00:47 PM,01/31/2022 02:07:01 PM,01/31/2022 04:34:15 PM,RTF,REPORT TO FOLLOW,N,7I02,112XX Asphodel Dr,70128,7,POINT (-89.95332825 30.03181125),calls_for_service,,
A3407722,64,ARMED ROBBERY,1A,64,ARMED ROBBERY,2C,3678631,534015,01/30/2022 10:30:53 PM,01/31/2022 01:18:45 AM,01/31/2022 01:27:52 AM,01/31/2022 01:28:12 AM,GOA,GONE ON ARRIVAL,N,1I02,018XX Conti St,70112,1,POINT (-90.07704245 29.96244522),calls_for_service,,
A3408322,34D,AGGRAVATED BATTERY DOMESTIC,2C,103F,FIGHT,2D,3697215,554510,01/30/2022 10:33:49 PM,01/30/2022 11:41:10 PM,01/30/2022 11:48:02 PM,01/31/2022 02:31:09 AM,RTF,REPORT TO FOLLOW,N,7C03,048XX Shalimar Dr,70126,7,POINT (-90.0176126 30.01822361),calls_for_service,,
A3335422,64,ARMED ROBBERY,1A,64,ARMED ROBBERY,2C,3682079,529144,01/30/2022 06:55:23 AM,01/30/2022 07:23:10 AM,01/30/2022 07:27:39 AM,01/30/2022 07:38:22 AM,GOA,GONE ON ARRIVAL,N,8G02,003XX Poydras St,70130,8,POINT (-90.06632496 29.94894571),calls_for_service,,
A3343722,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3707206,559517,01/30/2022 09:21:11 AM,01/30/2022 09:31:10 AM,01/30/2022 09:36:19 AM,01/30/2022 10:42:53 AM,RTF,REPORT TO FOLLOW,N,7R04,068XX Blk Tara Ln,70127,7,POINT (-89.98586082 30.03167334),calls_for_service,,
A3348322,64G,ARMED ROBBERY WITH GUN,2C,21,COMPLAINT OTHER,1J,3688782,536275,01/30/2022 10:19:48 AM,01/30/2022 11:23:53 AM,01/30/2022 12:00:06 PM,01/30/2022 02:28:04 PM,RTF,REPORT TO FOLLOW,N,5C02,011XX Blk Feliciana St,70117,5,POINT (-90.04490704 29.96834781),calls_for_service,,
A3354022,37,AGGRAVATED ASSAULT,1A,100,HIT & RUN,1G,3687119,536468,01/30/2022 11:39:22 AM,01/30/2022 11:43:34 AM,01/30/2022 11:43:40 AM,01/30/2022 12:21:36 PM,GOA,GONE ON ARRIVAL,N,5C02,Saint Claude Ave & Franklin Ave,70117,5,POINT (-90.05015188 29.96893135),calls_for_service,,
A3364122,37D,AGGRAVATED ASSAULT DOMESTIC,2C,103F,FIGHT,2D,3707018,561074,01/30/2022 01:41:20 PM,01/30/2022 04:37:05 PM,,01/30/2022 08:26:33 PM,RTF,REPORT TO FOLLOW,N,7P03,070XX Bundy Rd,70127,7,POINT (-89.98639503 30.03596),calls_for_service,,
A3372722,37D,AGGRAVATED ASSAULT DOMESTIC,2C,94,DISCHARGING FIREARM,2D,3669294,532482,01/30/2022 03:33:17 PM,,01/30/2022 03:37:41 PM,01/30/2022 06:12:04 PM,RTF,REPORT TO FOLLOW,N,2V03,S Genois St & Erato St,70125,2,POINT (-90.10657765 29.95850752),calls_for_service,,
A3455822,64J,CARJACKING,2C,64J,CARJACKING,2C,3709112,557094,01/31/2022 09:33:42 AM,01/31/2022 09:36:03 AM,01/31/2022 09:40:09 AM,01/31/2022 11:20:12 AM,RTF,REPORT TO FOLLOW,N,7R05,Bundy Rd & Dwyer Rd,70127,7,POINT (-89.97992843 30.02494824),calls_for_service,,
A3021422,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3680459,541876,01/27/2022 04:48:34 PM,01/27/2022 04:51:25 PM,01/27/2022 04:57:43 PM,01/27/2022 09:55:19 PM,RTF,REPORT TO FOLLOW,N,5K04,N Broad St & Hope St,70119,5,POINT (-90.07099484 29.9840036),calls_for_service,,
A3034622,30S,HOMICIDE BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3664611,537044,01/27/2022 06:24:24 PM,,01/27/2022 06:24:24 PM,01/27/2022 10:46:05 PM,RTF,REPORT TO FOLLOW,Y,2S01,Mistletoe St & Edinburgh St,70118,2,POINT (-90.12121499 29.97118778),calls_for_service,,
A3064022,38D,SIMPLE ASSAULT DOMESTIC,2D,103D,DOMESTIC DISTURBANCE,2C,3672939,523289,01/28/2022 12:06:17 AM,01/28/2022 12:08:00 AM,01/28/2022 12:14:29 AM,01/28/2022 02:23:33 AM,RTF,REPORT TO FOLLOW,N,6Q02,035XX Loyola Ave,70115,6,POINT (-90.09538346 29.93312131),calls_for_service,,
A3088822,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,01/28/2022 05:38:21 AM,01/28/2022 05:40:35 AM,01/28/2022 05:47:06 AM,01/28/2022 01:02:57 PM,RTF,REPORT TO FOLLOW,N,8G01,009XX Poeyfarre St,70130,8,POINT (0 0),calls_for_service,,
A3093922,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,01/28/2022 07:10:22 AM,01/28/2022 07:17:55 AM,01/28/2022 07:20:49 AM,01/28/2022 01:27:02 PM,RTF,REPORT TO FOLLOW,N,6K01,033XX 2nd St #Blk,None,0,POINT (0 0),calls_for_service,,
A3108222,30,HOMICIDE,2C,29,DEATH,1D,3715490,565624,01/28/2022 09:58:59 AM,01/28/2022 10:03:42 AM,01/28/2022 10:07:23 AM,01/28/2022 02:53:13 PM,RTF,REPORT TO FOLLOW,N,7I11,121XX N I-10 Service Rd,70128,7,POINT (-89.95945037 30.0481948),calls_for_service,,
A3380822,43,SIMPLE RAPE,2F,43,SIMPLE RAPE,2F,37369000,3513814,01/30/2022 04:50:13 PM,,01/30/2022 04:50:13 PM,01/30/2022 04:51:22 PM,RTF,REPORT TO FOLLOW,Y,4C02,034XX Garden Oaks Dr,70114,4,POINT (0 0),calls_for_service,,
A3137822,64G,ARMED ROBBERY WITH GUN,2C,65,SIMPLE ROBBERY,1D,3675246,531891,01/28/2022 02:56:45 PM,01/28/2022 02:59:38 PM,01/28/2022 03:01:19 PM,01/28/2022 04:25:14 PM,RTF,REPORT TO FOLLOW,N,1G02,006XX S Galvez St,70119,1,POINT (-90.08780472 29.95670587),calls_for_service,,
A3156222,64J,CARJACKING,2C,64G,ARMED ROBBERY WITH GUN,2C,3688380,535924,01/28/2022 05:38:03 PM,01/28/2022 05:40:26 PM,01/28/2022 06:11:23 PM,01/28/2022 08:27:10 PM,RTF,REPORT TO FOLLOW,N,5C02,010XX Blk Montegut St,70117,5,POINT (-90.04618801 29.96739625),calls_for_service,,
A3157622,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3679566,534213,01/28/2022 05:46:13 PM,01/28/2022 05:47:32 PM,01/28/2022 06:34:15 PM,01/28/2022 06:41:32 PM,GOA,GONE ON ARRIVAL,N,1E03,N Claiborne Ave & Toulouse St,70112,1,POINT (-90.07408115 29.96296143),calls_for_service,,
A3158122,37,AGGRAVATED ASSAULT,2E,103F,FIGHT,2D,3694453,525452,01/28/2022 05:49:17 PM,01/28/2022 05:52:28 PM,01/28/2022 05:58:21 PM,01/28/2022 09:42:43 PM,RTF,REPORT TO FOLLOW,N,4I03,015XX Pace Blvd,70114,4,POINT (-90.0273873 29.93841308),calls_for_service,,
A3158222,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3676482,526883,01/28/2022 05:49:44 PM,,01/28/2022 05:49:44 PM,01/28/2022 11:17:46 PM,RTF,REPORT TO FOLLOW,Y,6H02,Reverend John Raphael Jr Way & Terpsichore St,70113,6,POINT (-90.0840734 29.94289701),calls_for_service,,
A3160622,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3677273,533375,01/28/2022 06:09:42 PM,01/28/2022 06:11:16 PM,01/28/2022 06:13:29 PM,01/28/2022 06:31:17 PM,DUP,DUPLICATE,N,1H01,020XX Canal St,70112,1,POINT (-90.08135199 29.9607251),calls_for_service,,
A3161922,64G,ARMED ROBBERY WITH GUN,2C,103,DISTURBANCE (OTHER),1C,3679878,538849,01/28/2022 06:19:42 PM,01/28/2022 06:43:45 PM,01/28/2022 06:45:03 PM,01/28/2022 09:51:25 PM,RTF,REPORT TO FOLLOW,N,1C01,015XX Blk N Tonti St,70119,1,POINT (-90.07293489 29.97569832),calls_for_service,,
A3166722,38D,SIMPLE ASSAULT DOMESTIC,2D,103D,DOMESTIC DISTURBANCE,2C,3723906,569924,01/28/2022 07:11:24 PM,01/28/2022 08:26:20 PM,01/28/2022 08:26:37 PM,01/28/2022 11:16:28 PM,RTF,REPORT TO FOLLOW,N,7L05,136XX N Cavelier Dr,70129,7,POINT (-89.93268432 30.05973844),calls_for_service,,
A3176522,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3670137,525992,01/28/2022 09:00:27 PM,,,01/28/2022 09:22:11 PM,DUP,DUPLICATE,N,2Q03,044XX S Claiborne Ave,70125,2,POINT (-90.10413758 29.94063748),calls_for_service,,
A3177422,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3670229,525692,01/28/2022 09:05:38 PM,,,01/28/2022 09:22:20 PM,DUP,DUPLICATE,N,2N03,044XX S Claiborne Ave,70115,2,POINT (-90.10385517 29.93980807),calls_for_service,,
A3180522,64G,ARMED ROBBERY WITH GUN,2C,107,SUSPICIOUS PERSON,2C,3673178,534412,01/28/2022 09:32:35 PM,01/28/2022 09:33:28 PM,01/28/2022 09:36:54 PM,01/28/2022 11:22:55 PM,RTF,REPORT TO FOLLOW,N,1L01,030XX Tulane Ave,70119,1,POINT (-90.0942464 29.96370023),calls_for_service,,
A3531622,34D,AGGRAVATED BATTERY DOMESTIC,2C,35D,SIMPLE BATTERY DOMESTIC,2C,3677893,525120,01/31/2022 09:39:35 PM,01/31/2022 09:40:12 PM,01/31/2022 09:41:51 PM,02/01/2022 12:46:56 AM,RTF,REPORT TO FOLLOW,N,6G01,018XX Baronne St,70113,6,POINT (-90.07967845 29.93800691),calls_for_service,,
A3396122,60,AGGRAVATED BURGLARY,2C,20,AUTO ACCIDENT,1E,3674034,528239,01/30/2022 07:46:28 PM,01/30/2022 07:49:09 PM,01/30/2022 07:57:49 PM,01/30/2022 10:40:44 PM,RTF,REPORT TO FOLLOW,N,6K02,023XX S Roman St,70125,6,POINT (-90.09175617 29.94670128),calls_for_service,,
A3401122,64J,CARJACKING,2C,64J,CARJACKING,2C,3665567,528066,01/30/2022 08:44:41 PM,01/30/2022 08:45:59 PM,01/30/2022 08:53:12 PM,01/30/2022 10:36:11 PM,RTF,REPORT TO FOLLOW,N,2M06,071XX Hickory St,70118,2,POINT (-90.11849446 29.94647331),calls_for_service,,
B0001922,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3670193,524903,02/01/2022 12:21:42 AM,,02/01/2022 12:40:58 AM,02/01/2022 03:51:36 AM,DUP,DUPLICATE,N,2N03,027XX Napoleon Ave,70115,2,POINT (-90.10399654 29.9376415),calls_for_service,,
B0003022,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3672293,526933,02/01/2022 12:43:15 AM,02/01/2022 12:44:19 AM,02/01/2022 12:48:58 AM,02/01/2022 07:51:15 AM,RTF,REPORT TO FOLLOW,N,6K01,030XX Toledano St,70125,6,POINT (-90.09729782 29.94316064),calls_for_service,,
B0005522,64G,ARMED ROBBERY WITH GUN,2C,21,COMPLAINT OTHER,2A,3674845,533414,02/01/2022 01:17:47 AM,02/01/2022 01:20:55 AM,02/01/2022 01:21:01 AM,02/01/2022 05:43:32 AM,RTF,REPORT TO FOLLOW,N,1G02,005XX S Dorgenois St,70119,1,POINT (-90.08901653 29.96090476),calls_for_service,,
B0026422,37D,AGGRAVATED ASSAULT DOMESTIC,2C,35D,SIMPLE BATTERY DOMESTIC,2C,3710094,516915,02/01/2022 07:19:21 AM,02/01/2022 07:21:55 AM,02/01/2022 07:51:01 AM,02/01/2022 09:18:44 AM,RTF,REPORT TO FOLLOW,N,4E04,036XX Tasha Pl,70131,4,POINT (-89.97832388 29.91443848),calls_for_service,,
B0035622,37,AGGRAVATED ASSAULT,2E,21,COMPLAINT OTHER,1J,3676517,546943,02/01/2022 08:58:49 AM,,02/01/2022 08:58:49 AM,02/01/2022 01:36:54 PM,RTF,REPORT TO FOLLOW,Y,3M01,040XX Cadillac St,70122,3,POINT (-90.08327213 29.99805665),calls_for_service,,
B0036822,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,02/01/2022 09:08:41 AM,02/01/2022 09:25:19 AM,02/01/2022 12:02:15 PM,02/01/2022 03:40:15 PM,RTF,REPORT TO FOLLOW,N,4H02,004XX Caroline St,70114,4,POINT (0 0),calls_for_service,,
B0039922,60,AGGRAVATED BURGLARY,2C,60,AGGRAVATED BURGLARY,2C,3690760,542846,02/01/2022 09:37:58 AM,02/01/2022 09:39:22 AM,02/01/2022 09:42:53 AM,02/01/2022 12:57:08 PM,RTF,REPORT TO FOLLOW,N,5Q01,028XX Clouet St,70126,5,POINT (-90.03842384 29.98635448),calls_for_service,,
B0040422,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3679945,520625,02/01/2022 09:42:29 AM,02/01/2022 09:44:20 AM,02/01/2022 09:49:02 AM,02/01/2022 09:58:47 AM,GOA,GONE ON ARRIVAL,N,6A02,Jackson Ave & Saint Thomas St,70130,6,POINT (-90.07335705 29.92558725),calls_for_service,,
B0044622,37D,AGGRAVATED ASSAULT DOMESTIC,2C,103D,DOMESTIC DISTURBANCE,2C,3705270,559530,02/01/2022 10:19:40 AM,02/01/2022 11:03:31 AM,02/01/2022 11:09:41 AM,02/01/2022 02:36:45 PM,RTF,REPORT TO FOLLOW,N,7O09,085XX N I-10 Service Rd,70127,7,POINT (-89.99197655 30.03177185),calls_for_service,,
