item_number,district,location,disposition,signal_type,signal_description,occurred_date_time,charge_code,charge_description,offender_number,offenderid,offenderstatus,offender_race,offender_gender,offender_age,victim_number,persontype,victim_race,victim_gender,victim_age,victim_fatal_status,hate_crime,report_type,year
A-24146-22,7,107XX Chef Menteur Hw,OPEN,64K,ARMED ROBBERY (KNIFE),1/22/2022 12:36,14 64,ARMED ROBBERY,1.0,729279.0,,BLACK,MALE,,1.0,VICTIM,UNKNOWN,FEMALE,38.0,Non-fatal,,Incident Report,2022
A-24120-22,5,028XX Saint Claude Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/22/2022 4:00,14 62,SIMPLE BURGLARY,1.0,729280.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,57.0,Non-fatal,,Incident Report,2022
A-24120-22,5,028XX Saint Claude Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/22/2022 4:00,14 62,SIMPLE BURGLARY,1.0,729280.0,,UNKNOWN,UNKNOWN,,2.0,VICTIM,WHITE,FEMALE,64.0,Non-fatal,,Incident Report,2022
A-24076-21,7,069XX Downman Rd,OPEN,67,THEFT,1/1/2022 5:30,14 67,THEFT,1.0,729281.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,56.0,Non-fatal,,Incident Report,2022
A-24133-22,7,060XX Manchester Dr,OPEN,103D,DISTURBANCE (DOMESTIC),1/22/2022 12:00,,,,,,,,,1.0,REPORTING PERSON,WHITE,FEMALE,16.0,Non-fatal,,Incident Report,2022
A-24133-22,7,060XX Manchester Dr,OPEN,103D,DISTURBANCE (DOMESTIC),1/22/2022 12:00,,,,,,,,,2.0,INTERVIEW,WHITE,FEMALE,49.0,Non-fatal,,Incident Report,2022
A-09189-22,6,Calliope St & Oretha Castle Haley Bd,UNFOUNDED,67A,AUTO THEFT,1/9/2022 1:20,,,,,,,,,,,,,,Non-fatal,,Supplemental Report,2022
A-24004-22,4,001XX Westpark Ct,UNFOUNDED,67,THEFT,1/22/2022 9:11,14 67,THEFT,1.0,729284.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,74.0,Non-fatal,,Incident Report,2022
A-24078-22,8,005XX Bourbon St,OPEN,67F,THEFT BY FRAUD,1/22/2022 4:00,14 67.16,IDENTITY THEFT,1.0,729282.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,31.0,Non-fatal,,Incident Report,2022
A-24127-22,7,047XX Read St,OPEN,67AR,AUTO THEFT & RECOVERY,1/22/2022 12:00,14 67.26,THEFT OF A MOTOR VEHICLE,1.0,729285.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,ASIAN,MALE,60.0,Non-fatal,,Incident Report,2022
A-24127-22,7,047XX Read St,OPEN,67AR,AUTO THEFT & RECOVERY,1/22/2022 12:00,,,1.0,729285.0,,UNKNOWN,UNKNOWN,,2.0,INTERVIEW,ASIAN,FEMALE,49.0,Non-fatal,,Incident Report,2022
A-24127-22,7,047XX Read St,OPEN,67AR,AUTO THEFT & RECOVERY,1/22/2022 12:00,,,1.0,729285.0,,UNKNOWN,UNKNOWN,,3.0,INTERVIEW,BLACK,MALE,42.0,Non-fatal,,Incident Report,2022
A-24180-22,7,101XX Curran Bd,OPEN,21R,OUT OF PARISH VEHICLE RECOVERY,1/22/2022 13:10,,,,,,,,,,,,,,Non-fatal,,Incident Report,2022
A-24068-22,7,085XX Chef Menteur Hw,OPEN,35,SIMPLE BATTERY,1/22/2022 10:30,14 35,SIMPLE BATTERY,1.0,729283.0,,UNKNOWN,MALE,,1.0,VICTIM,UNKNOWN,FEMALE,62.0,Non-fatal,,Incident Report,2022
A-24068-22,7,085XX Chef Menteur Hw,OPEN,35,SIMPLE BATTERY,1/22/2022 10:30,,,1.0,729283.0,,UNKNOWN,MALE,,2.0,INTERVIEW,UNKNOWN,MALE,41.0,Non-fatal,,Incident Report,2022
A-23374-22,4,004XX Thayer,OPEN,35,SIMPLE BATTERY,1/21/2022 17:24,54 96,BATTERY,1.0,729290.0,,BLACK,MALE,41.0,1.0,VICTIM,WHITE,FEMALE,37.0,Non-fatal,,Supplemental Report,2022
A-24039-22,4,004XX Thayer St,OPEN,103,DISTURBANCE,1/22/2022 11:00,54 152,TAMPERING,1.0,729291.0,,BLACK,MALE,41.0,1.0,VICTIM,WHITE,FEMALE,37.0,Non-fatal,,Incident Report,2022
A-24039-22,4,004XX Thayer St,OPEN,103,DISTURBANCE,1/22/2022 11:00,54 403,DISTURBING THE PEACE,1.0,729291.0,,BLACK,MALE,41.0,1.0,VICTIM,WHITE,FEMALE,37.0,Non-fatal,,Incident Report,2022
A-24130-22,4,052XX Timber Crest Dr,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/20/2022 16:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,729675.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,FEMALE,40.0,Non-fatal,,Incident Report,2022
A-24125-22,8,002XX Bourbon St,OPEN,67P,PICKPOCKET,1/21/2022 21:30,14 67,THEFT,1.0,729287.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,56.0,Non-fatal,,Incident Report,2022
A-24050-22,4,001XX Westpark,OPEN,21P,LOST PROPERTY,1/22/2022 9:30,,,,,,,,,1.0,VICTIM,BLACK,MALE,74.0,Non-fatal,,Incident Report,2022
A-24113-22,5,Saint Anthony St & Florida Av,OPEN,21R,OUT OF PARISH VEHICLE RECOVERY,1/22/2022 12:40,14 67.26,THEFT OF A MOTOR VEHICLE,1.0,729369.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,69.0,Non-fatal,,Incident Report,2022
A-24113-22,5,Saint Anthony St & Florida Av,OPEN,21R,OUT OF PARISH VEHICLE RECOVERY,1/22/2022 12:40,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,1.0,729369.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,69.0,Non-fatal,,Incident Report,2022
A-24229-22,1,002XX N Broad St,OPEN,35,SIMPLE BATTERY,1/22/2022 14:17,54 96,BATTERY,1.0,729289.0,,BLACK,FEMALE,,1.0,VICTIM,BLACK,MALE,56.0,Non-fatal,,Incident Report,2022
A-24196-22,1,072XX Maple St,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/22/2022 3:30,,,,,,,,,1.0,VICTIM,WHITE,FEMALE,24.0,Non-fatal,,Incident Report,2022
A-22328-22,4,034XX Memorial Park Dr,OPEN,21,MISCELLANEOUS INCIDENT,1/20/2022 17:30,,,,,,,,,1.0,INTERVIEW,BLACK,MALE,31.0,Non-fatal,,Incident Report,2022
A-23943-22,5,022XX Dauphine St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/22/2022 3:00,14 62,SIMPLE BURGLARY,1.0,729292.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,29.0,Non-fatal,,Incident Report,2022
A-23943-22,5,022XX Dauphine St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/22/2022 3:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,729292.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,29.0,Non-fatal,,Incident Report,2022
A-20378-22,2,063XX Freret St,CLOSED,95,ILLEGAL CARRYING OF A WEAPON,1/19/2022 2:30,14 67,THEFT,1.0,729293.0,ARRESTED,BLACK,MALE,37.0,1.0,VICTIM,ASIAN,FEMALE,31.0,Non-fatal,,Supplemental Report,2022
A-24188-22,4,043XX Maple Leaf Dr,OPEN,21,MISCELLANEOUS INCIDENT,1/22/2022 13:21,,,,,,,,,1.0,INTERVIEW,BLACK,MALE,27.0,Non-fatal,,Incident Report,2022
A-24287-22,7,072XX Downman Rd,OPEN,21R,OUT OF PARISH VEHICLE RECOVERY,1/22/2022 15:42,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,36.0,Non-fatal,,Incident Report,2022
A-24286-22,7,XX N Oak Ridge Ct,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/22/2022 15:41,14 35.3,DOMESTIC ABUSE BATTERY - SIMPLE,1.0,729294.0,ARRESTED,BLACK,FEMALE,44.0,1.0,VICTIM,BLACK,FEMALE,19.0,Non-fatal,,Incident Report,2022
A-24319-22,2,028XX Milan St,OPEN,21,MISCELLANEOUS INCIDENT,1/22/2022 16:19,,,,,,,,,1.0,REPORTING PERSON,WHITE,MALE,40.0,Non-fatal,,Incident Report,2022
A-24269-22,5,019XX Spain St,OPEN,103D,DISTURBANCE (DOMESTIC),1/22/2022 15:00,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,14.0,Non-fatal,,Incident Report,2022
A-24269-22,5,019XX Spain St,OPEN,103D,DISTURBANCE (DOMESTIC),1/22/2022 15:00,,,,,,,,,2.0,INTERVIEW,BLACK,FEMALE,50.0,Non-fatal,,Incident Report,2022
A-24031-22,5,020XX N Derbigny St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/22/2022 9:47,14 62,SIMPLE BURGLARY,1.0,729295.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,35.0,Non-fatal,,Incident Report,2022
A-24031-22,5,020XX N Derbigny St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/22/2022 9:47,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,729295.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,35.0,Non-fatal,,Incident Report,2022
A-24031-22,5,020XX N Derbigny St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/22/2022 9:47,14 67,THEFT,1.0,729295.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,35.0,Non-fatal,,Incident Report,2022
A-24318-22,8,001XX Carondelet St,OPEN,67F,THEFT BY FRAUD,1/22/2022 1:30,14 67.11,CREDIT CARD FRAUD ,1.0,729300.0,,BLACK,FEMALE,,1.0,VICTIM,BLACK,MALE,24.0,Non-fatal,,Incident Report,2022
A-24231-22,3,044XX Eastern St,OPEN,107,SUSPICIOUS PERSON,1/22/2022 14:20,,,,,,,,,1.0,REPORTING PERSON,WHITE,MALE,35.0,Non-fatal,,Incident Report,2022
