item_number,Signal Code
G-34938-21,21
G-13907-21,65
G-21462-21,966
G-21529-21,100
G-24712-21,34-S
G-21717-21,20i
G-21600-21,20I
G-21902-21,94
G-21695-21,34S
G-22065-21,100
G-21979-21,67AR
G-22056-21,62B
G-15097-21,67AR
G-22279-21,103
G-22293-21,35
G-22310-21,20
G-22457-21,100
G-21918-21,34-S
G-22779-21,100
G-22734-21,20
G-22622-21,100F
G-04393-21,65P
G-07830-21,64G
G-23088-21,20
G-23236-21,20
G-22903-21,62R
G-22622-21,100-F
G-23463-21,20
G-23367-21,100
E-13938-21,21
G-10146-21,67A
G-23659-21,18
G-23736-21,20X
G-23886-21,103 F
G-18972-21,95 G
G-23999-21,35
G-24044-21,106
G-07586-21,30 S
G-24287-21,20
G-22084-21,64J
G-24626-21,20
G-24817-21,20
G-24831-21,21
G-25037-21,20
G-24907-21,35
G-25206-21,18
G-25230-21,18
G-25247-21,18
G-25253-21,18
G-25022-21,20 I
G-25265-21,34 S
G-25313-21,18
G-25468-21,100
G-25578-21,65
G-25636-21,24
G-25673-21,20I
G-19753-21,100F
G-26065-21,94F
G-26062-21,20I
G-26106-21,20I
G-26119-21,20
G-26174-21,21ID
G-26419-21,20-I
G-25578-21,65
G-26670-21,94
G-26764-21,107
G-26819-21,64-J
G-11863-21,100I
G-27203-21,20
E-13938-21,21
G-27570-21,20I
G-37502-21,20
G-27390-21,62C
G-27628-21,65
G-27627-21,64-G
G-26653-21,62C
G-03358-21,65
G-26842-21,34S
G-27735-21,20i
G-27698-21,20
G-27857-21,107
G-27916-21,20
G-28672-21,20
G-27627-21,65J
G-28619-21,62C
G-26842-21,34S
G-29070-21,37
G-29092-21,37
G-28943-21,37
G-29437-21,62 C
G-29308-21,55
G-29468-21,62C
G-29582-21,103
G-29722-21,18
G-28762-21,67
G-26653-21,62C
G-30223-21,34S
G-30283-21,21
G-30433-21,20I
G-30377-21,20
G-30466-21,20I
G-26670-21,34 S
G-28786-21,34S
G-30665-21,34 S
G-30516-21,34 C
G-30396-21,20
G-30751-21,37
G-30760-21,64 G
G-30843-21,34C
G-26931-21,27-64G
G-30755-21,62C
G-31064-21,79
G-29876-21,62B
G-30390-21,67A
G-31199-21,20
G-31212-21,100I
G-31279-21,67A
G-31338-21,18
G-31329-21,35
G-31479-21,20 I
G-31016-21,27/55
G-31329-21,65
G-30760-21,64 G
G-31419-21,20 I
G-31430-21,62
G-31776-21,30 S
G-31957-21,24
G-31973-21,63
G-31984-21,20
G-32111-21,20
G-32235-21,20
G-27073-21,67A
G-28943-21,34C
G-32302-02,62C
G-32459-21,20I
G-32437-21,65
G-32860-21,64G
G-32768-21,67-S
G-33003-21,30C
G-33149-21,103-F
G-33200-21,20
G-31467-21,27/67A
G-33361-21,20I
G-21650-21,62C
G-20475-21,62C
G-33243-21,62B
G-33003-21,30C
G-30959-21,67A
G-33693-21,20I
G-33709-21,20I
G-33705-21,34S
F-36020-21,95G
G-33796-21,20I
G-33846-21,20
G-33870-21,20I
G-31235-21,67A
G-33882-21,100
G-33846-21,20
G-33977-21,107
G-33775-21,42
G-34216-21,20
G-31776-21,30-S
G-34151-21,100I
G-26931-21,27-64G
G-34521-21,100I
G-34630-21,62C
G-34151-21,100I
G-34684-21,20I
G-34717-21,20
G-34635-21,20
G-34630-21,62C
G-34906-21,20
G-34938-21,20I
G-33898-21,64G
G-35473-21,37
G-35042-21,37
G-35443-21,20 I
G-35712-21,64J
G-29349-21,34S
G-34695-21,64G
G-35986-21,67A
G-36170-21,67A
G-36278-21,20I
G-36317-21,103F
G-28943-21,34C
G-36854-21,100
G-36698-21,20
G-37039-21,18
G-37099-21,37
G-37310-21,20
G-28531-21,67F
G-37338-21,100
G-37445-21,20I
G-22363-21,100
G-37522-21,20I
G-37602-21,94F
G-37648-21,20I
G-37716-21,20
G-38125-21,62C
G-38102-21,37
G-38177-21,34S
G-38238-21,103D
G-38554-21,20
G-38598-21,20
G-31641-21,67A
G-38541-21,62C
G-38581-21,100
G-38768-21,94
G-35712-21,64J
G-3895-21,20I
G-38970-21,30S
G-38970-21,30S
G-39161-21,34S
G-39245-21,65
H-00028-21,20 I
H-00047-21,94
H-00093-21,34 S
H-00093-21,34S
H-00070-21,64G
H-00532-21,20
H-00560-21,37
H-00608-21,20
G-33705-21,34S
H-00093-21,34S
H-00936-21,34-S
H-00953-21,34-S
H-00936-21,34S
H-01461-21,20
H-01518-21,100I
H-01422-21,64G
H-01657-21,20
G-34545-21,67A
H-01674-21,67A
H-01749-21,20-I
H-01771-21,21ID
H-01911-21,20
H-01049-21,64J
H-01927-21,18
H-01850-21,20
G-31776-21,30S
H--01749-21,20I
H-02037-21,18
H-02086-21,103
H-02159-21,20
H-02181-21,20I
H-02288-21,63
H-02320-21,18
H-01100-21,67
H-02478-21,18
H-02570-21,100
G-31296-21,100
H-01797-21,62C
G-39161-21,34S
H-00831-21,62C
G-31279-21,67A
G-37660-21,62C
H-02920-21,20
H-02897-21,20
H-01290-21,65
H-03021-21,52F
G-36404-21,62C
H-03082-21,20
H-01452-21,62B
H-03111-21,20
H-03293-21,94
H-03356-21,64 K
H-03541-21,18
H-03539-21,18
H-03576-21,18
H-03520-21,65
H-03591-21,21
H-03597-21,55
H-03683-21,55
H-03751-21,106
H-03735-21,35
H-03975-21,66
H-04175-21,100
H-04034-21,65
H-04332-21,100
H-09483-21,64-G
H-04708-21,34-S
G-34969-21,64K
H-04919-21,55
H-04551-21,34S
H-04668-21,20I
H-04721-21,20I
H-04791-21,20I
H-05126-21,107
H-05201-21,20
H-04351-21,35
H-05400-21,20
H-05507-21,20
E-34938-21,21
H-05708-21,103F
H-05696-21,66
H-05600-21,20
H-05532-21,100
G-25265-21,30S
H-06051-21,107
H-06153-21,30-S
H-05921-21,21
H-06532-21,18
H-06390-21,65
H-06596-21,18
H-06600-21,100
G-28943-21,34C
H-06550-21,56
E-34938-21,21
H-06153-21,30S
H-07136-21,20I
H-07207-21,20
H-07203-21,107
H-07462-21,18
H-07391-21,20X
H-07511-21,18
H-07555-21,18
H-07615-21,34S
H-07818-21,107
H-01422-21,64G
H-07989-21,43B
H-07777-21,67A
H-08113-21,103F
H-07295-21,67A
H-08268-21,107
H-06153-21,30S
H-08587-21,18
H-08499-21,18
H-08620-21,37
H-08795-21,34S
H-08882-21,94
H-09073-21,35D
H-09158-21,20
H-09152-21,37D
H-06153-21,30S
H-08817-21,95G
H-09451-21,21
H-09290-21,64G
H-09454-21,21
H-08344-21,95G
G-14069-21,34 S
H-09526-21,34S
H-09531-21,30S
H-09658-21,20
H-09683-21,18
H-08795-21,34S
H-09715-21,100
H-09726-21,20
H-09880-21,35
H-03520-21,65
H-10210-21,20
H-10256-21,20
H-06623-21,67A
H-10456-21,20
H-10568-21,20
H-10691-21,37
H-03556-21,64K
H-07621-21,27-65P
H-11087-21,94
H-10630-21,20
H-10671-21,21
H-10783-21,20
H-11533-21,20
H-11507-21,20
H-11622-21,103F
H-11654-21,103F
H-11780-21,20
G-17335-21,37
H-11743-21,34S
H-09264-21,67A
H-11661-21,100
H-11878-21,20I
H-11863-21,34
H-11588-21,67P
H-11950-21,100
H-11893-21,20
H-11743-21,34S
H-12153-21,95G
H-12115-21,62R
H-10891-21,34S
H-12731-21,20I
H-12819-21,20
H-12836-21,18
H-12894-21,103
H-12931-21,20
H-11554-21,34S
H-12980-21,107
H-13074-21,52F
H-13071-21,65P
H-13027-21,95G
H-13242-21,100
H-13320-21,95G
H-13393-21,64 G
H-13424-21,20I
H-11951-21,62 C
H-12526-21,35
H-08947-21,34C
H-13538-21,64 J
H-13576-21,43B
H-13819-21,65
H-13870-21,56
H-14208-21,21
H-09531-21,30S
H-14272-21,100
H-10176-21,62C
H-14458-21,21
H-14427-21,20
H-00936-21,34S
H-14704-21,20
H-15040-21,20I
H-14668-21,64
H-14780-21,18
H-15128-21,34 S
H-15099-21,103 F
H-15254-21,100
H-15488-21,67
H-15479-21,20
H-15717-21,20
G-28531-21,67F
H-15836-21,20I
H-15866-21,65
H-15920-21,20I
H-16095-21,20-I
H-16003-21,34S
H-15950-21,30S
H-16379-21,20i
H-15832-21,35D
H-16024-21,100
H-16134-21,18
H-16169-21,100
H-16230-21,34S
H-16442-21,64-G
H-16325-21,107
H-06947-21,65
H-13819-21,65P
H-16579-21,107
H-16550-21,34S
H-16623-21,20I
H-16780-21,20
H-16824-21,107
H-17000-21,20I
H-17102-21,100I
H-16553-21,21M
H-17334-21,64-K
H-06947-21,65
H-17266-21,20
H-17505-21,100
H-15950-21,30S
H-17263-21,103
H-17269-21,20
H-17416-21,34
H-17647-21,34
H-17823-21,107
H-17941-21,106
H-17965-21,20
H-17950-21,427A
H-18187-21,100I
H-18201-21,95-G
H-18321-21,95-G
H-18284-21,94
H-18322-21,20
H-18396-21,95-G
H-18414-21,966
H-18622-21,20-I
H-18681-21,20
G-31776-21,30S
H-18550-21,18
H-18958-21,20
H-18820-21,55
H-19047-21,63P
F-01940-21,21
H-19208-21,30S
H-19335-21,20I
H-19208-21,30S
H-19317-21,34S
H-19317-21,34S
H-19380-21,107
H-16003-21,34S
H-19547-21,95G
H-19579-21,18
H-08795-21,34S
H-19582-21,20
H-19604-21,106
H-19552-21,21
H-19208-21,30 S
H-07777-21,67 A
H-19741-21,18
H-19632-21,64J
H-19765-21,18
H-19728-21,100
H-19821-21,20
H-19928-21,107
H-19970-21,18
H-20030-21,107
H-20077-21,100
H-20235-21,20-I
H-20227-21,103
H-14668-21,64J
H-19208-21,30S
H-19823-21,30S
H-20511-21,21
H-20984-21,37
H-21015-21,18
H-20741-21,100
H-20830-21,20
H-20897-21,20 I
H-19317-21,34S
H-21110-21,18
H-21290-21,18
H-21135-21,18
H-21205-21,103
H-21296-21,67 A
H-21358-21,103 F
H-21409-21,34S
H-21513-21,20
H-01083-21,65
H-21555-21,20
H-21688-21,56
H-21775-21,20
H-21801-21,21
E-34938-21,21
H-21860-21,103F
H-18805-21,62B
H-20728-21,21
H-20728-21,95G
H-22086-21,34S
H-09531-21,30-S
H-20728-21,95G
H-22564-21,100-I
H-22627-21,20
H-22875-21,20I
H-22731-21,21
H-22883-21,100
H-18049-21,62B
H-23021-21,20
H-18718-21,34C
H-23099-21,20
G-31776-21,30S
H-23380-21,20
H-23465-21,37
H-23843-21,64J
H-18749-21,64G
H-23539-21,106
H-23465-21,37
H-23591-21,103F
H-23755-21,20I
H-23647-21,100
H-16550-21,30-S
H-24182-21,20
H-16550-21,30S
H-22006-21,37D
H-19208-21,30S
H-04103-21,62C
H-24515-21,20
H-24514-21,100
H-24581-21,29U
H-24615-21,100
H-19583-21,10-28NP
H-24664-21,35
H-24768-21,20
H-24761-21,37
H-19583-21,10-28NP
H-24722-21,100
H-25023-21,18
H-24739-21,100
H-25299-21,67F
H-25431-21,24
H-25449-21,35
H-25511-21,43
H-16550-21,30S
H-25799-21,18
H-23592-21,64G
H-19823-21,30S
H-25936-31,20
H-25941-21,10-28P
H-24581-21,30S
H-26077-21,67
H-26125-21,100 I
H-26188-21,20 I
H-26426-21,100
H-26554-21,29U
H-25766-21,95G
H-26732-21,20
H-26823-21,103F
H-27185-21,20I
H-27230-21,94
H-27167-21,34 S
H-27215-21,20
H-27325-21,21
H-27414-21,100
H-27409-21,100i
H-27469-21,67 P
H-27758-21,103F
H-24734-21,67
H-27825-21,20
H-27915-21,100
H-27976-21,20I
H-27997-21,20
H-28117-21,20I
H-28220-21,24
H-16169-21,100
H-28626-21,20
H-28264-21,94
H-28281-21,2765P
H-28419-21,103
H-28487-21,20
H-28285-21,100
H-23843-21,64J
H-28732-21,65
H-28839-21,20
H-28898-21,20X
H-29048-21,103D
H-29094-21,100
H-29022-21,21
H-29161-21,20I
H-29196-21,100I
H-27329-21,62C
H-29522-21,103
H-29484-21,34S
H-28141-21,30S
H-29592-21,56
H-29484-21,34S
H-29484-21,30S
H-19583-21,1028NP
H-29949-21,30S
H-29769-21,20
H-19286-21,65
H-30223-21,56
H-29484-21,30S
H-30641-21,20
H-25866-21,62
H-06390-21,65
H-30579-21,107
H-30812-21,20I
H-30952-21,20-I
H-31230-21,67
H-31337-21,103
H-31062-21,30 S
H-31504-21,100 I
H-31604-21,37
H-26153-21,30S
H-16650-21,30S
H-31938-21,100I
H-24581-21,30S
H-16550-21,30S
H-29196-21,100
H-32398-21,20I
H-13538-21,64 J
H-32449-21,64 G
H-33065-21,100I
H-33170-21,100I
H-33255-21,20
H-33273-21,20
H-33378-21,34S
H-33462-21,20I
H-33533-21,20X
H-33657-21,34C
H-32162-21,34S
H-33919-21,65
H-24581-21,30S
H-33584-21,34S
H-33893-21,21C
H-33895-21,107
H-34100-21,20I
H-34099-21,20F
H-34223-21,37
H-34249-21,20
H-34589-21,63
H-34572-21,34
H-34829-21,107
H-34669-21,106
H-35133-21,20-I
I-08575-21,107
I-09187-21,35
I-09187-21,35
I-09588-21,35D
I-09191-21,67A
I-09827-21,34 S
I-10204-21,20I
I-10211-21,52F
I-10344-21,107
I-10425-21,20
I-10481-21,20
I-10507-21,20
I-10507-21,20
I-10662-21,20
H-35035-21,37
I-11198-21,64G
I-11696-21,20
I-11731-21,94
I-11300-21,27/62B
I-11681-21,34
I-11198-21,64G
I-12022-21,34-S
I-11966-21,18
I-12325-21,20I
I-12537-21,94
I-09846-21,34S
I-12822-21,34S
I-12960-21,20I
I-13073-21,20I
I-13182-21,21
I-13561-21,94
I-13640-21,103D
I-13711-21,20
H-33378-21,34S
I-14508-21,18
I-14506-21,107
I-14470-21,64G
I-14168-21,62C
I-14752-21,18
I-14840-21,20
I-15054-21,107
I-15189-21,34 S
I-12822-21,34S
I-15214-21,55
I-15231-21,99
I-15235-21,21
I-15330-21,34 S
I-15614-21,106
I-15617-21,21
I-14796-21,37
I-15706-21,20
I-16047-21,20
I-15207-21,30S
I-16191-21,100
I-16272-21,18
I-16164-21,20 I
I-16364-21,20X
I-16428-21,18
I-16636-21,21
I-17178-21,100I
I-17163-21,20
I-17300-21,20I
I-17474-21,64J
I-17349-21,67
I-17547-21,64J
I-17878-21,100
I-18076-21,24
I-18206-21,20
I-18305-21,20
I-18436-21,20I
I-18846-21,106
I-18887-21,64
I-19018-21,20I
I-19131-21,107
I-19148-21,20
I-19272-21,20
H-35133-21,20-I
I-19628-21,103F
I-19722-21,20I
I-19665-21,100
I-19881-21,38
I-19889-21,107
I-20004-21,18
I-20012-21,18
I-2210041-,18
I-20039-21,21
I-20495-21,20
I-20854-21,56
I-20762-21,20 I
I-20774-21,103 D
I-20965-21,34C
I-20919-21,30 S
I-21129-21,20I
I-20103-21,21
I-17474-21,64G
I-21585-21,37
I-21598-21,34
I-21614-21,21
I-21806-21,20
I-21853-21,21
I-21862-21,37
I-21867-21,64 G
I-21680-21,20
I-22023-21,35
I-21577-21,67A
I-22362-21,20
I-22184-21,67A
I-20919-21,30S
I-20276-21,67
I-22518-21,30S
I-22526-21,95G
I-22623-21,966
I-22657-21,20I
I-22698-21,20
I-22776-21,107
I-22768-21,103
I-22789-21,18
I-23119-21,64J
I-22956-21,64J
I-22948-21,64J
I-23424-21,20I
I-20103-21,21
I-23477-21,20
I-23265-21,62C
I-23586-21,20
I-23464-21,35
I-22518-21,30S
I-23656-21,20
I-22956-21,64J
I-23778-21,20
I-13730-21,62R
I-20282-21,21
I-21862-21,100
I-23999-21,21
I-24024-21,20
I-24190-21,103F
I-24024-21,20
H-31680-21,100F
I-21183-21,27-67C
I-24758-21,18
I-13389-21,34S
I-22623-21,966
I-20282-21,21
I-25139-21,20I
I-21820-21,64K
I-22518-21,30S
I-25324-21,34 C
I-25300-21,34
I-25300-21,34
I-25433-21,65
I-25386-21,67  A/R
I-25835-21,103
I-25768-21,20
I-13730-21,62B
I-22518-21,30s
H-31680-21,100-F
I-25916-21,103F
I-25937-21,20
I-15207-21,30S
I-26155-21,67A
I-13398-21,65
I-26498-21,20
I-266610-21,18
I-25433-21,65
I-27026-21,20
I-27149-21,100
I-27236-21,34S
I-27229-21,20
I-27225-21,20
I-27220-21,20
I-25896-21,67
I-27562-21,20I
I-27729-21,20
I-27716-21,103F
I-27828-21,107
I-27236-21,34S
I-28074-21,34S
I-27692-21,21
I-27711-21,20I
I-28116-21,34
I-28157-21,20I
I-28326-21,20
I-28729-21,20
I-28748-21,20
I-28729-21,20
I-28861-21,20
I-29045-21,100I
I-28906-21,20I
I-28948-21,20I
I-29053-21,20I
I-29618-21,20I
I-29623-21,29
I-29644-21,20
I-29746-21,20i
I-29872-21,20
I-30137-21,100I
I-29947-21,37
I-30580-21,20
I-30620-21,20
I-30598-21,20
I-30881-21,20
I-30682-21,62C
I-30620-21,20
I-31104-21,20
I-30917-21,62B
I-31331-21,18
I-31341-21,18
I-29266-21,67 A
I-29947-21,37
I-31358-21,55
09832-21,20I
I-31966-21,100
I-29045-21,20I
I-32339-21,20
I-29708-21,30S
I-32445-21,20
I-32331-21,27-64
I-32491-21,20 I
I-32500-21,20I
I-32514-21,94
I-25923-21,37
I-32580-21,34 C
I-33002-21,65
I-33228-21,20I
I-33289-21,21
I-33272-21,103
I-33292-21,20
I-33342-21,37D
I-33462-21,67S
I-33541-21,20I
I-32380-21,67A
I-32519-21,42
I-33752-21,65P
I-33752-21,67P
I-33648-21,22A
I-33799-21,107
I-33874-21,21
I-34211-21,100
I-34254-21,20
I-34255-21,21
I-34270-21,20
I-34354-21,20
I-34468-21,20
I-34548-21,20
I-34506-21,35
I-34558-21,20
I-34342-21,67AR
I-34676-21,20C
I-34703-21,20I
I-10715-21,62R
I-34683-21,62C
I-34771-21,21
I-35013-21,30S
I-35017-21,20I
I-33002-21,65
I-33752-21,65P
J-00262-21,103M
J-00341-21,21
I-29987-21,67
J-00509-21,18
J-00664-21,20
I-35013-21,30S
J-00956-21,103
J-01010-21,18
J-01063-21,103
J-01104-21,18
J-00944-21,20
J-01055-21,21
J-01262-21,20I
J-01354-21,103F
J-01368-21,18
J-01455-21,65
J-01654-21,67A
J-01540-21,52F
J-01757-21,20
J-01836-21,20I
J-02142-21,18
J-02284-21,18
I-30413-21,27-64
J-02324-21,18
J-02199-21,20 I
I-33002-21,65
J-02470-21,20I
J-02475-21,65 P
J-02506-21,43MB
I-29987-21,67
J-02905-21,100
J-03140-21,20
J-03203-21,20
J-02286-21,65 J
J-03310-2,20I
J-03321-21,20I
J-03516-21,20
J-03269-21,100
J-03636-21,62 B
J-03642-21,35
J-03892-21,20I
J-03810-21,20
J-01654-21,67AR
I-27234-21,62B
J-04074-21,20
J-02672-21,30S
J-03991-21,20
J-04389-21,20
J-04311-21,21
I-35013-21,30-S
I-10715-21,62C
J-02506-21,43MB
J-04416-21,20C
J-05062-21,20I
J-04375-21,27/64J
J-05072-21,100C
J-05324-21,20
J-05432-21,20I
J-05488-21,20
J-01698-21,62C
J-05526-21,20
J-03321-21,20I
J-05551-21,21
J-04810-21,65
J-05807-21,20
J-05727-21,37
J-06147-21,20F
J-06134-21,62B
J-06258-21,21
J-06606-21,20
J-06102-21,62
J-03692-21,30S
J-06794-21,100
J-06816-21,20
I-32386-21,21
I-35013-21,30S
J-06794-21,20
J-07306-21,62B
J-07321-21,62B
J-07326-21,67 A
J-07479-21,20-I
J-07475-21,20-i
J-07500-21,20
J-07504-21,20
J-06102-21,62
J-06480-21,62C
J-07704-21,34S
J-07901-21,18
J-07952-21,20
J-06102-21,62
I-17826-21,100F
J-07960-21,20
J-06581-21,30S
J-08043-21,20
J-08313-21,30S
J-08119-21,18
J-08276-21,20
I-29288-21,34 S
J-08461-21,34S
J-08402-21,30 S
J-08707-21,107
J-08848-21,103
J-08313-21,30S
J-08988-21,30S
J-09088-21,20
J-09072-21,34S
J-09181-21,20I
I-27026-21,20
J-06581-21,30S
J-09215-21,20
J-09066-21,20
J-09493-21,100
J-09634-21,34S
J-09574-21,20I
J-09543-21,20C
J-10101-21,20
J-10065-21,55
J-10351-21,20I
J-10387-21,20
J-10458-21,37
J-10583-21,107
J-10571-21,21
J-09634-21,34S
J-10835-21,64G
J-10986-21,20
J-11144-21,64G
J-11453-21,20I
J-11471-21,27-67a
J-11543-21,20
J-11695-21,20
J-11749-21,64J
J-11754-21,20
J-11806-21,35
J-11767-21,37
J-11911-21,18
J-11842-21,35D
J-11978-21,67A
J-10835-21,64G
J-12615-21,20
J-12410-21,64J
J-12904-21,21
J-08402-21,30S
J-13107-21,20C
", J-13184-21",35
J-13297-21,95
J-09634-21,34 S
J-13512-21,103F
J-13358-21,65g
J-13532-21,18
J-09634-21,34S
J-13509-21,67 A
J-13584-21,34S
J-13631-21,35
J-13811-21,20
J-13584-21,64G
J-10027-21,65P
I-18598-21,94
J-14101-21,20
J-08036-21,21
A-32385-21,966
J-14526-21,21
J-14619-21,20 I
J-15039-21,18
J-15102-21,20
J-15152-21,20I
J-15151-21,20
J-10027-21,65P
J--15187-21,20
J-15293-21,21
J-15409-21,20
J-15396-21,67A
J-14344-21,21R
J-13584-21,64G
J-15676-21,34s
I-20919-21,30S
J-09651-21,100F
J-15676-21,34s
J-15870-21,107
J-15892-21,64
J-15930-21,20
J-04810-21,65
J-15993-21,64J
J-14998-21,65
J-13358-21,64G
J-09368-21,64-G
J-15906-21,62A
J-16224-21,18
J-16248-21,20I
J-08036-21,80
J-16505-21,20I
J-02186-21,67
J-16640-21,20
J-16552-21,20
J-16642-21,20
J-03562-21,20F
J-15096-21,62B
J-01655-21,21
J-16961-21,20I
J-08988-21,30S
J-17047-21,20
J-17173-21,103
J-17295-21,94
J-17168-21,911
J-17194-21,20
J-17525-21,TS
J-17451-21,20X
J-17439-21,21
J-17493-21,103F
J-17791-21,20
J-17816-21,20
J-17791-21,100I
J-17985-21,20
J-18040-21,35
J-14015-21,67F
J-15993-21,64J
J-18153-21,20
J-18296-21,955
J-18608-21,20
J-18643-21,35
J-18670-21,20
J-18889-21,107
J-18886-21,62C
J-19084-21,62R
J-19186-21,20
J-13886-21,67S
J-19289-21,20-I
J-10545-21,67
J-19319-21,64J
J-19597-21,20
J-19605-21,20
J-19649-21,18
J-19868-21,20
J-19906-21,34S
J-19954-21,20I
J-19977-21,20I
J-20491-21,20
J-20553-21,100
J-20771-21,107
J-20888-21,18
J-14441-21,67
J-20050-21,65
J-10470-21,65P
J-21190-21,103
J-21376-21,62C
J-10207-21,27-64G
J-01655-21,21
J-01655-21,21
J-21219-21,52
J-21855-21,20
J-21855-21,20
J-18931-21,64G
J-21991-21,103F
J-21922-21,20
J-22506-21,20
J-22524-21,20
J-22577-21,20
J-22780-21,20
J-22109-21,94
J-20546-21,64G
J-10470-21,65P
J-22997-21,100
J-21148-21,94
J-20368-21,67A
J-23891-21,20
J-23859-21,20
J-24007-21,55
J-20101-21,34S
J-23464-21,34S
J-24338-21,20I
J-24295-21,20I
J-24389-21,20I
J-24438-21,20
J-22046-21,100
J-24438-21,20
J-24581-21,45
J-24659-21,103F
J-24574-21,30 S
J-24721-21,20
J-24955-21,18
J-24581-21,67 A
J-24927-21,64G
J-25086-21,18
J-22179-21300,62C
J-25276-21,21
J-24809-21,64J
J-24809-21,64J
J-24574-21,30S
J-26154-21,20
J-26004-21,37
J-26028-21,18
J-24574-21,21
J-09651-21,100F
J-26673-21,20I
J-26721-21,20
I-30051-21,100I
J-26667-21,65
J-27055-21,20
J-27096-21,37
J-27055-21,20
J-27306-21,20
J-27547-21,20
J-27592-21,65
J-27744-21,34S
J-27734-21,18
J-27901-21,20
J-27985-21,103D
J--28137-21,20
J-28141-21,100
J-28178-21,20
J-28158-21,94
J-28284-21,20I
J-28305-21,20
J-28061-21,67
J-28330-21,20
J-28007-21,20
J-28504-21,j-28504-21
J-28504-21,34
J-28679-21,67A
J-28815-21,103F
J-28890-21,99
J-28875-21,21
J-29179-21,20I
J-29211-21,20
J-15676-21,30S
J-29366-21,66
J-29450-21,20
J-29479-21,20
J-29315-21,20I
J-29582-21,103
J-23464-21,34S
J-29774-21,94
J-29776-21,35D
J-29534-21,20I
J-29657-21,20
J-29723-21,20I
J-29754-21,21
J-29737-21,20
J-23752-21,34
J-30029-21,100-I
J-10207-21,27-64G
J-29474-21,62C
J-30546-21,20
J-30470-21,20
J-24626-21,30S
J-30689-21,20
J-30608-21,64G
J-24944-21,55
J-30763-21,20 I
J-30749-21,20
J-30807-21,37D
J-28082-21,62 C
J-30689-21,20
J-23464-21,34 S
J-30892-21,67A
J-23752-21,34
J-27186-21,100
J-31458-21,67
J-27186-21,100
J-31567-21,64J
J-30892-21,67A
J-31545-21,20-I
J-28061-21,67
J-31598-21,34C
J-31628-21,30S
J-27396-21,62C
E-34938-21,21
J-30608-21,21
J-31598-21,34C
J-31961-21,100I
J-31910-21,100I
J-30962-21,21
J-10470-21,65P
J-23966-21,65
J-30962-21,21
J-32209-21,34S
J-32358-21,24
J-32177-21,20 I
J-32272-21,20 I
J-32341-21,34S
J-32539-21,18
J-32486-21,100
J-32617-21,24
J-32628-21,18
J-32766-21,20
J-21096-21,34S
J-30797-21,30
J-29400-21,67A
J-33221-21,64G
J-32238-21,34S
J-33387-21,34S
J-31716-21,37
J-33569-21,64J
J-33464-21,20
J-33630-21,35
J-33658-21,21
J-33793-21,24
J-33817-21,103-F
J-33658-21,21
J-33888-21,62C
J-34018-21,20
J-33987-21,20
J-10207-21,27-64G
J-22541-21,100
J-34121-21,20I
J-34199-21,20I
J-34238-21,100I
J-34308-21,20
J-34374-21,100I
J-34406-21,20
J-34436-21,20I
J-34418-21,103M
J-34329-21,95G
J-34559-21,34C
J-17524-21,65
J-34861-21,35
J-34842-21,94
J-34796-21,20
J-34887-21,107
J-30916-21,67A
J-35120-21,35
J-35322-21,35
J-33694-21,34S
J-35729-21,20I
J-35799-21,20I
I-35056-21,65
J-23464-21,34S
J-36028-21,20
J-01401-21,43MB
J-36284-21,18
J-23966-21,65
J-36449-21,62C
J-36561-21,20 I
J-36675-21,20
J-36968-21,100I
J-36868-21,30S
J-36469-21,34S
J-36935-21,20
J-37183-21,20
J-36907-21,20I
J-36868-21,30S
J-36968-21,100I
J-37321-21,18
J-37327-21,20
J-37400-21,94
J-37449-21,20
J-37435-21,100
J-23752-21,34
J-37594-21,24
J-37764-21,52F
J-37183-21,20
J-37421-21,34S
J-37951-21,100I
J-38071-21,64G
J-38099-21,94
J-33888-21,62C
J-38159-21,64G
J-38210-21,20I
J-18181-21,64G
J-38319-21,107
J-30307-21,67A
J-06361-21,24
J-38435-21,37
J-38540-21,20 I
J-38573-21,20 I
J-38660-21,20
J-38658-21,100
J-38673-21,34S
K-00104-21,103F
K-00077-21,24
